ds_id,range_min,range_max
2023-12-14_03h04m40s,246.363415,1199.506564
2023-12-13_20h35m06s,239.785743,1098.653161
2023-12-13_00h10m28s,239.785792,1098.894475
2023-12-12_23h14m36s,239.785691,1099.794514
2023-12-12_23h13m40s,239.785553,1099.800944
2023-12-12_23h14m18s,239.81577,1099.800944
2023-12-12_23h14m03s,239.785553,1099.807364
2023-12-12_22h46m52s,247.762759,1199.503173
2023-12-12_23h12m49s,239.785553,1099.807364
2023-12-12_23h13m05s,239.785553,1099.807364
2023-12-12_23h12m12s,239.785553,1099.794524
2023-12-12_22h44m56s,246.52924,1199.477921
2023-12-12_22h46m25s,246.52924,1199.477921
2023-12-12_22h44m26s,246.52924,1199.435838
2023-12-12_22h44m08s,246.52924,1199.452671
2023-12-12_22h43m48s,250.516985,1199.469504
2023-12-12_22h36m43s,250.516985,1199.469504
2023-12-12_22h43m24s,246.529595,1199.477921
2023-12-12_22h37m40s,246.52924,1199.477921
2023-12-12_22h36m28s,250.516985,1199.452671
2023-12-12_22h37m08s,249.651671,1199.469504
2023-12-12_22h36m12s,250.516985,1199.444254
2023-12-12_22h35m59s,250.516985,1199.469504
2023-12-12_10h24m56s,248.169761,1199.469589
2023-12-12_10h17m01s,239.920603,1099.779171
2023-12-12_10h24m17s,239.785743,1098.850336
2023-12-12_10h16m27s,239.785792,1098.877991
2023-12-12_10h07m54s,239.921126,1098.899969
2023-12-12_10h16m38s,150.00009155273438,999.9678955078125
2023-12-12_10h07m32s,239.921388,1098.899969
2023-12-12_10h07m02s,239.785792,1099.191263
2023-12-12_10h06m32s,239.921126,1099.801832
2023-12-12_10h06m13s,239.785792,1098.894475
2023-12-12_10h06m03s,239.785792,1099.196761
2023-12-12_10h05m43s,239.785792,1098.899969
2023-12-12_10h05m27s,239.920602,1098.88898
2023-12-12_10h05m03s,239.92088,1099.709454
2023-12-12_09h48m47s,249.651521,1196.831068
2023-12-12_10h04m22s,239.785743,1098.647362
2023-12-12_09h58m05s,248.169761,1199.476134
2023-12-12_09h49m03s,250.517063,1199.449953
2023-12-12_09h48m29s,246.528953,1199.476134
2023-12-12_09h47m58s,246.528953,1199.469589
2023-12-12_09h44m46s,246.190982,1199.476134
2023-12-12_09h44m57s,246.528953,1199.48268
2023-12-12_09h44m19s,246.190982,1195.386123
2023-12-12_09h44m03s,246.190982,1196.863652
2023-12-12_09h43m45s,246.528676,1199.456498
2023-12-12_09h43m19s,246.528676,1196.857135
2023-12-08_11h30m26s,108.901945,999.95018
2023-12-08_11h28m27s,108.901945,999.95018
2023-12-08_11h32m26s,108.901945,999.95018
2023-12-08_11h33m27s,132.07691,996.51046
2023-12-08_11h35m33s,132.07691,996.51046
2023-12-08_11h34m42s,132.07691,996.51046
2023-12-08_11h43m23s,152.022475,992.58012
2023-12-08_11h41m09s,110.72466499999999,987.56398
2023-12-08_11h40m17s,110.72466499999999,987.56398
2023-12-08_11h46m12s,152.12621000000001,1182.7196199999998
2023-12-08_11h45m18s,153.01918,1992.739835
2023-12-07_17h42m15s,499.9974060058594,1199.98974609375
2023-12-07_14h49m31s,499.9974670410156,1199.99462890625
2023-12-07_11h09m53s,93.67697871676012,1993.5754952147643
2023-12-07_11h11m53s,99.7455496875012,1996.5666010919806
2023-12-05_15h15m49s,499.9965515136719,1199.988525390625
2023-12-04_13h59m11s,200.495613,1499.97
2023-12-04_13h58m56s,309.060466,1499.37763
2023-12-04_10h53m49s,499.99725341796875,1199.9940185546875
2023-12-01_18h05m58s,246.529595,1199.25912
2023-12-01_18h07m13s,248.169954,1199.435838
2023-12-01_17h30m01s,246.190707,1199.463044
2023-12-01_17h30m13s,248.169761,1196.857135
2023-11-30_18h22m20s,399.9803161621094,1599.9652099609375
2023-11-30_17h36m06s,399.9803161621094,1599.96435546875
2023-11-30_16h38m40s,399.9801330566406,1599.9605712890625
2023-11-21_18h13m32s,399.9828796386719,1599.9320068359375
2023-11-15_23h54m18s,70.00152587890625,699.5009765625
2023-05-23_20h45m27s,203.052376,1199.867451
2023-05-23_20h44m02s,203.052479,1199.883132
2023-05-23_20h48m29s,224.495679,1199.871077
2023-06-27_22h58m39s,204.122934,1198.493851
2023-05-23_20h48m07s,221.389436,1199.871077
2023-06-27_22h57m11s,206.055105,1198.485401
2023-06-27_22h58m01s,206.055105,1198.485401
2023-06-27_22h58m59s,204.122934,1198.493851
2023-06-27_22h50m56s,206.055105,1198.493851
2023-06-27_23h40m04s,204.835982,1099.978329
2023-06-27_22h59m29s,206.055355,1198.485401
2023-06-27_23h39m21s,206.550131,1099.98483
2023-06-27_23h38m39s,206.550131,1099.991331
2023-06-27_23h41m57s,206.550131,1099.993499
2023-11-09_13h05m35s,399.997802734375,1599.992919921875
2023-11-07_22h28m04s,70.00171661376953,699.500244140625
2023-11-07_22h37m33s,70.00181579589844,699.50146484375
2023-11-07_22h33m03s,70.00178527832031,699.5183715820312
2023-11-07_22h35m05s,70.00166320800781,699.6729736328125
2023-11-07_22h25m56s,70.00189208984375,699.498046875
2023-11-07_22h16m54s,70.00169372558594,699.9404907226562
2023-11-07_22h21m07s,70.00259399414062,699.5010986328125
2023-11-07_22h23m18s,70.00175476074219,699.4996337890625
2023-11-07_22h15m33s,70.00163269042969,699.7969360351562
2023-11-07_22h13m16s,70.00186920166016,699.7822875976562
2023-11-07_22h12m34s,70.0016098022461,699.500732421875
2023-11-07_22h14m02s,70.00180053710938,699.50048828125
2023-11-07_22h11m04s,70.0021743774414,699.4996337890625
2023-11-07_22h11m41s,70.00189208984375,699.4990234375
2023-11-07_22h10m04s,70.003173828125,699.4981079101562
2023-11-07_22h09m23s,70.00277709960938,699.4993286132812
2023-11-07_10h44m48s,499.9970397949219,1199.990478515625
2023-11-06_18h19m07s,249.99827575683594,999.9922485351562
2023-11-06_17h41m01s,70.00162506103516,699.501220703125
2023-11-06_17h40m36s,70.00150299072266,699.5004272460938
