hmdb_primary,polar_surface_area,polarizability
HMDB0082437,236.95,170.81
HMDB0082438,236.95,171.27
HMDB0082439,236.95,171.09
HMDB0082440,236.95,171.16
HMDB0082441,236.95,171.07
HMDB0082442,236.95,171.01
HMDB0082443,236.95,171.05
HMDB0082444,236.95,171.16
HMDB0082445,236.95,170.8
HMDB0082446,236.95,171.22
HMDB0082447,236.95,171.18
HMDB0082448,236.95,171.04
HMDB0082449,236.95,170.76
HMDB0082450,236.95,172.39
HMDB0082451,236.95,172.72
HMDB0082452,236.95,173.55
HMDB0082453,236.95,173.05
HMDB0082454,236.95,173.01
HMDB0082455,236.95,173.26
HMDB0082456,236.95,172.74
HMDB0082457,236.95,172.56
HMDB0082458,236.95,173.27
HMDB0082459,236.95,170.69
HMDB0082460,236.95,173.24
HMDB0082461,236.95,172.2
HMDB0082462,236.95,172.46
HMDB0082463,236.95,173.32
HMDB0082464,236.95,173.23
HMDB0082465,236.95,175.72
HMDB0082466,236.95,175.17
HMDB0082467,236.95,175.18
HMDB0082468,236.95,175.51
HMDB0082469,236.95,175.46
HMDB0082470,236.95,175.38
HMDB0082471,236.95,175.48
HMDB0082472,236.95,175.45
HMDB0082473,236.95,177.82
HMDB0082474,236.95,177.36
HMDB0082475,236.95,177.4
HMDB0082476,236.95,177.68
HMDB0082477,236.95,177.62
HMDB0082478,236.95,177.56
HMDB0082479,236.95,177.64
HMDB0082480,236.95,177.66
HMDB0082481,236.95,179.4
HMDB0082482,236.95,179.92
HMDB0082483,236.95,180.1
HMDB0082484,236.95,179.49
HMDB0082485,236.95,179.51
HMDB0082486,236.95,179.81
HMDB0082487,236.95,179.85
HMDB0082488,236.95,179.67
HMDB0082489,236.95,179.72
HMDB0082490,236.95,179.55
HMDB0082491,236.95,179.73
HMDB0082492,236.95,179.85
HMDB0082493,236.95,179.36
HMDB0082494,236.95,179.92
HMDB0082495,236.95,179.91
HMDB0082496,236.95,179.57
HMDB0082497,236.95,182.29
HMDB0082498,236.95,181.68
HMDB0082499,236.95,181.63
HMDB0082500,236.95,181.96
HMDB0082501,236.95,181.95
HMDB0082502,236.95,181.93
HMDB0082503,236.95,182.0
HMDB0082504,236.95,182.0
HMDB0082505,236.95,186.11
HMDB0082506,236.95,186.06
HMDB0082507,236.95,186.44
HMDB0082508,236.95,186.38
HMDB0082509,236.95,186.31
HMDB0082510,236.95,186.38
HMDB0082511,236.95,186.4
HMDB0082512,236.95,188.11
HMDB0082513,236.95,188.39
HMDB0082514,236.95,188.38
HMDB0082515,236.95,188.31
HMDB0082516,236.95,188.44
HMDB0082517,236.95,188.06
HMDB0082518,236.95,188.62
HMDB0082519,236.95,188.29
HMDB0082520,236.95,163.08
HMDB0082521,236.95,163.67
HMDB0082522,236.95,163.66
HMDB0082523,236.95,162.85
HMDB0082524,236.95,166.11
HMDB0082525,236.95,165.08
HMDB0082526,236.95,165.71
HMDB0082527,236.95,165.9
HMDB0082528,236.95,166.64
HMDB0082529,236.95,164.83
HMDB0082530,236.95,164.97
HMDB0082531,236.95,165.21
HMDB0082532,236.95,167.1
HMDB0082533,236.95,167.66
HMDB0082534,236.95,167.83
HMDB0082535,236.95,166.87
HMDB0082536,236.95,170.2
HMDB0082537,236.95,168.95
HMDB0082538,236.95,169.89
HMDB0082539,236.95,169.99
HMDB0082540,236.95,169.46
HMDB0082541,236.95,168.69
HMDB0082542,236.95,168.86
HMDB0082543,236.95,170.99
HMDB0082544,236.95,171.12
HMDB0082545,236.95,172.27
HMDB0082546,236.95,172.22
HMDB0082547,236.95,170.89
HMDB0082548,236.95,173.18
HMDB0082549,236.95,173.62
HMDB0082550,236.95,173.27
HMDB0082551,236.95,173.23
HMDB0082552,236.95,173.26
HMDB0082553,236.95,173.37
HMDB0082554,236.95,173.41
HMDB0082555,236.95,173.19
HMDB0082556,236.95,172.98
HMDB0082557,236.95,174.85
HMDB0082558,236.95,175.74
HMDB0082559,236.95,174.95
HMDB0082560,236.95,175.41
HMDB0082561,236.95,175.4
HMDB0082562,236.95,174.76
HMDB0082563,236.95,175.45
HMDB0082564,236.95,177.91
HMDB0082565,236.95,177.59
HMDB0082566,236.95,177.55
HMDB0082567,236.95,177.64
HMDB0082568,236.95,180.02
HMDB0082569,236.95,179.74
HMDB0082570,236.95,179.78
HMDB0082571,236.95,179.8
HMDB0082572,236.95,182.06
HMDB0082573,236.95,182.22
HMDB0082574,236.95,181.93
HMDB0082575,236.95,181.9
HMDB0082576,236.95,181.75
HMDB0082577,236.95,181.98
HMDB0082578,236.95,182.13
HMDB0082579,236.95,181.73
HMDB0082580,236.95,184.39
HMDB0082581,236.95,184.12
HMDB0082582,236.95,184.05
HMDB0082583,236.95,184.13
HMDB0082584,236.95,188.73
HMDB0082585,236.95,188.44
HMDB0082586,236.95,188.37
HMDB0082587,236.95,188.45
HMDB0082588,236.95,190.48
HMDB0082589,236.95,190.45
HMDB0082590,236.95,190.76
HMDB0082591,236.95,190.43
HMDB0082592,236.95,167.43
HMDB0082593,236.95,167.99
HMDB0082594,236.95,168.02
HMDB0082595,236.95,167.23
HMDB0082596,236.95,170.38
HMDB0082597,236.95,169.39
HMDB0082598,236.95,170.08
HMDB0082599,236.95,170.17
HMDB0082600,236.95,170.94
HMDB0082601,236.95,169.24
HMDB0082602,236.95,169.3
HMDB0082603,236.95,169.56
HMDB0082604,236.95,171.45
HMDB0082605,236.95,172.06
HMDB0082606,236.95,172.12
HMDB0082607,236.95,171.26
HMDB0082608,236.95,174.53
HMDB0082609,236.95,173.33
HMDB0082610,236.95,174.16
HMDB0082611,236.95,174.31
HMDB0082612,236.95,173.81
HMDB0082613,236.95,173.1
HMDB0082614,236.95,173.19
HMDB0082615,236.95,175.32
HMDB0082616,236.95,175.54
HMDB0082617,236.95,176.35
HMDB0082618,236.95,176.55
HMDB0082619,236.95,175.31
HMDB0082620,236.95,177.52
HMDB0082621,236.95,177.99
HMDB0082622,236.95,177.65
HMDB0082623,236.95,177.61
HMDB0082624,236.95,177.59
HMDB0082625,236.95,177.75
HMDB0082626,236.95,177.74
HMDB0082627,236.95,177.58
HMDB0082628,236.95,177.33
HMDB0082629,236.95,178.82
HMDB0082630,236.95,180.07
HMDB0082631,236.95,179.15
HMDB0082632,236.95,179.79
HMDB0082633,236.95,179.76
HMDB0082634,236.95,178.94
HMDB0082635,236.95,179.82
HMDB0082636,236.95,182.26
HMDB0082637,236.95,181.93
HMDB0082638,236.95,181.94
HMDB0082639,236.95,181.98
HMDB0082640,236.95,184.4
HMDB0082641,236.95,184.13
HMDB0082642,236.95,184.14
HMDB0082643,236.95,184.1
HMDB0082644,236.95,186.39
HMDB0082645,236.95,186.59
HMDB0082646,236.95,186.29
HMDB0082647,236.95,186.28
HMDB0082648,236.95,186.15
HMDB0082649,236.95,186.24
HMDB0082650,236.95,186.44
HMDB0082651,236.95,186.09
HMDB0082652,236.95,188.77
HMDB0082653,236.95,188.44
HMDB0082654,236.95,188.43
HMDB0082655,236.95,188.48
HMDB0082656,236.95,193.09
HMDB0082657,236.95,192.76
HMDB0082658,236.95,192.78
HMDB0082659,236.95,192.78
HMDB0082660,236.95,194.85
HMDB0082661,236.95,194.79
HMDB0082662,236.95,195.13
HMDB0082663,236.95,194.79
HMDB0082664,236.95,170.0
HMDB0082665,236.95,170.25
HMDB0082666,236.95,169.46
HMDB0082667,236.95,170.25
HMDB0082668,236.95,172.93
HMDB0082669,236.95,171.99
HMDB0082670,236.95,172.16
HMDB0082671,236.95,171.47
HMDB0082672,236.95,172.36
HMDB0082673,236.95,172.28
HMDB0082674,236.95,172.47
HMDB0082675,236.95,171.54
HMDB0082676,236.95,174.04
HMDB0082677,236.95,174.13
HMDB0082678,236.95,173.48
HMDB0082679,236.95,174.35
HMDB0082680,236.95,175.82
HMDB0082681,236.95,176.15
HMDB0082682,236.95,176.31
HMDB0082683,236.95,175.34
HMDB0082684,236.95,176.3
HMDB0082685,236.95,176.39
HMDB0082686,236.95,176.36
HMDB0082687,236.95,177.31
HMDB0082688,236.95,178.53
HMDB0082689,236.95,178.58
HMDB0082690,236.95,177.53
HMDB0082691,236.95,178.88
HMDB0082692,236.95,179.66
HMDB0082693,236.95,179.63
HMDB0082694,236.95,180.01
HMDB0082695,236.95,179.94
HMDB0082696,236.95,179.74
HMDB0082697,236.95,179.91
HMDB0082698,236.95,179.57
HMDB0082699,236.95,180.99
HMDB0082700,236.95,181.82
HMDB0082701,236.95,181.76
HMDB0082702,236.95,182.06
HMDB0082703,236.95,181.29
HMDB0082704,236.95,179.33
HMDB0082705,236.95,181.13
HMDB0082706,236.95,182.06
HMDB0082707,236.95,183.99
HMDB0082708,236.95,183.93
HMDB0082709,236.95,184.29
HMDB0082710,236.95,184.24
HMDB0082711,236.95,186.08
HMDB0082712,236.95,186.16
HMDB0082713,236.95,186.41
HMDB0082714,236.95,186.38
HMDB0082715,236.95,188.14
HMDB0082716,236.95,188.27
HMDB0082717,236.95,188.26
HMDB0082718,236.95,188.59
HMDB0082719,236.95,188.42
HMDB0082720,236.95,188.45
HMDB0082721,236.95,188.55
HMDB0082722,236.95,188.07
HMDB0082723,236.95,190.41
HMDB0082724,236.95,190.39
HMDB0082725,236.95,190.76
HMDB0082726,236.95,190.71
HMDB0082727,236.95,194.77
HMDB0082728,236.95,194.74
HMDB0082729,236.95,195.05
HMDB0082730,236.95,195.03
HMDB0082731,236.95,196.75
HMDB0082732,236.95,197.08
HMDB0082733,236.95,197.16
HMDB0082734,236.95,196.69
HMDB0082735,236.95,144.1
HMDB0082736,236.95,142.73
HMDB0082737,236.95,142.0
HMDB0082738,236.95,144.2
HMDB0082739,236.95,145.98
HMDB0082740,236.95,144.75
HMDB0082741,236.95,143.83
HMDB0082742,236.95,146.24
HMDB0082743,236.95,144.61
HMDB0082744,236.95,143.84
HMDB0082745,236.95,145.9
HMDB0082746,236.95,147.41
HMDB0082747,236.95,148.16
HMDB0082748,236.95,146.81
HMDB0082749,236.95,145.63
HMDB0082750,236.95,148.33
HMDB0082751,236.95,149.88
HMDB0082752,236.95,148.98
HMDB0082753,236.95,146.86
HMDB0082754,236.95,150.44
HMDB0082755,236.95,148.89
HMDB0082756,236.95,147.77
HMDB0082757,236.95,149.83
HMDB0082758,236.95,150.04
HMDB0082759,236.95,152.11
HMDB0082760,236.95,151.4
HMDB0082761,236.95,149.97
HMDB0082762,236.95,153.0
HMDB0082763,236.95,154.18
HMDB0082764,236.95,151.5
HMDB0082765,236.95,151.71
HMDB0082766,236.95,154.95
HMDB0082767,236.95,151.34
HMDB0082768,236.95,151.53
HMDB0082769,236.95,154.02
HMDB0082770,236.95,156.02
HMDB0082771,236.95,153.83
HMDB0082772,236.95,156.38
HMDB0082773,236.95,155.52
HMDB0082774,236.95,153.65
HMDB0082775,236.95,153.35
HMDB0082776,236.95,153.86
HMDB0082777,236.95,156.02
HMDB0082778,236.95,153.4
HMDB0082779,236.95,158.66
HMDB0082780,236.95,155.94
HMDB0082781,236.95,156.14
HMDB0082782,236.95,158.34
HMDB0082783,236.95,160.68
HMDB0082784,236.95,158.05
HMDB0082785,236.95,158.27
HMDB0082786,236.95,160.45
HMDB0082787,236.95,162.95
HMDB0082788,236.95,160.31
HMDB0082789,236.95,160.52
HMDB0082790,236.95,162.75
HMDB0082791,236.95,160.1
HMDB0082792,236.95,160.31
HMDB0082793,236.95,162.76
HMDB0082794,236.95,162.49
HMDB0082795,236.95,165.11
HMDB0082796,236.95,162.46
HMDB0082797,236.95,162.66
HMDB0082798,236.95,164.91
HMDB0082799,236.95,169.55
HMDB0082800,236.95,166.82
HMDB0082801,236.95,167.01
HMDB0082802,236.95,169.26
HMDB0082803,236.95,169.98
HMDB0082804,236.95,169.05
HMDB0082805,236.95,171.58
HMDB0082806,236.95,171.28
HMDB0082807,236.95,143.86
HMDB0082808,236.95,144.6
HMDB0082809,236.95,146.55
HMDB0082810,236.95,146.11
HMDB0082811,236.95,145.8
HMDB0082812,236.95,145.0
HMDB0082813,236.95,144.12
HMDB0082814,236.95,146.3
HMDB0082815,236.95,145.6
HMDB0082816,236.95,146.71
HMDB0082817,236.95,149.0
HMDB0082818,236.95,146.12
HMDB0082819,236.95,148.15
HMDB0082820,236.95,147.81
HMDB0082821,236.95,146.96
HMDB0082822,236.95,146.19
HMDB0082823,236.95,146.53
HMDB0082824,236.95,148.4
HMDB0082825,236.95,148.65
HMDB0082826,236.95,146.4
HMDB0082827,236.95,149.27
HMDB0082828,236.95,146.81
HMDB0082829,236.95,148.73
HMDB0082830,236.95,149.52
HMDB0082831,236.95,147.63
HMDB0082832,236.95,148.71
HMDB0082833,236.95,150.78
HMDB0082834,236.95,150.21
HMDB0082835,236.95,149.8
HMDB0082836,236.95,149.03
HMDB0082837,236.95,147.91
HMDB0082838,236.95,150.46
HMDB0082839,236.95,149.8
HMDB0082840,236.95,150.92
HMDB0082841,236.95,153.17
HMDB0082842,236.95,150.35
HMDB0082843,236.95,152.36
HMDB0082844,236.95,151.71
HMDB0082845,236.95,151.19
HMDB0082846,236.95,150.12
HMDB0082847,236.95,150.84
HMDB0082848,236.95,152.63
HMDB0082849,236.95,152.67
HMDB0082850,236.95,150.71
HMDB0082851,236.95,151.92
HMDB0082852,236.95,151.04
HMDB0082853,236.95,151.79
HMDB0082854,236.95,152.28
HMDB0082855,236.95,151.87
HMDB0082856,236.95,153.37
HMDB0082857,236.95,155.45
HMDB0082858,236.95,154.73
HMDB0082859,236.95,153.97
HMDB0082860,236.95,153.65
HMDB0082861,236.95,151.97
HMDB0082862,236.95,154.98
HMDB0082863,236.95,154.8
HMDB0082864,236.95,154.59
HMDB0082865,236.95,157.41
HMDB0082866,236.95,154.44
HMDB0082867,236.95,156.9
HMDB0082868,236.95,155.99
HMDB0082869,236.95,153.66
HMDB0082870,236.95,153.87
HMDB0082871,236.95,154.68
HMDB0082872,236.95,157.18
HMDB0082873,236.95,156.92
HMDB0082874,236.95,155.11
HMDB0082875,236.95,157.92
HMDB0082876,236.95,155.16
HMDB0082877,236.95,157.27
HMDB0082878,236.95,158.2
HMDB0082879,236.95,156.96
HMDB0082880,236.95,157.73
HMDB0082881,236.95,156.23
HMDB0082882,236.95,156.79
HMDB0082883,236.95,158.39
HMDB0082884,236.95,157.92
HMDB0082885,236.95,156.13
HMDB0082886,236.95,158.15
HMDB0082887,236.95,155.8
HMDB0082888,236.95,155.58
HMDB0082889,236.95,157.4
HMDB0082890,236.95,155.99
HMDB0082891,236.95,155.8
HMDB0082892,236.95,158.23
HMDB0082893,236.95,155.31
HMDB0082894,236.95,159.19
HMDB0082895,236.95,159.01
HMDB0082896,236.95,160.68
HMDB0082897,236.95,160.01
HMDB0082898,236.95,160.21
HMDB0082899,236.95,158.06
HMDB0082900,236.95,158.23
HMDB0082901,236.95,160.47
HMDB0082902,236.95,161.37
HMDB0082903,236.95,161.22
HMDB0082904,236.95,162.86
HMDB0082905,236.95,162.29
HMDB0082906,236.95,162.41
HMDB0082907,236.95,161.79
HMDB0082908,236.95,160.42
HMDB0082909,236.95,162.54
HMDB0082910,236.95,163.57
HMDB0082911,236.95,163.4
HMDB0082912,236.95,165.16
HMDB0082913,236.95,163.21
HMDB0082914,236.95,164.48
HMDB0082915,236.95,164.67
HMDB0082916,236.95,162.46
HMDB0082917,236.95,162.63
HMDB0082918,236.95,163.36
HMDB0082919,236.95,164.89
HMDB0082920,236.95,164.55
HMDB0082921,236.95,163.77
HMDB0082922,236.95,164.3
HMDB0082923,236.95,163.76
HMDB0082924,236.95,164.88
HMDB0082925,236.95,165.58
HMDB0082926,236.95,165.74
HMDB0082927,236.95,165.55
HMDB0082928,236.95,167.28
HMDB0082929,236.95,166.68
HMDB0082930,236.95,166.78
HMDB0082931,236.95,164.6
HMDB0082932,236.95,164.86
HMDB0082933,236.95,167.0
HMDB0082934,236.95,168.88
HMDB0082935,236.95,169.93
HMDB0082936,236.95,171.66
HMDB0082937,236.95,171.03
HMDB0082938,236.95,171.28
HMDB0082939,236.95,170.18
HMDB0082940,236.95,169.2
HMDB0082941,236.95,171.39
HMDB0082942,236.95,171.91
HMDB0082943,236.95,170.89
HMDB0082944,236.95,173.39
HMDB0082945,236.95,172.16
HMDB0082946,236.95,173.09
HMDB0082947,236.95,171.16
HMDB0082948,236.95,173.73
HMDB0082949,236.95,173.42
HMDB0082950,236.95,148.0
HMDB0082951,236.95,148.04
HMDB0082952,236.95,145.77
HMDB0082953,236.95,148.6
HMDB0082954,236.95,150.02
HMDB0082955,236.95,150.07
HMDB0082956,236.95,147.94
HMDB0082957,236.95,150.53
HMDB0082958,236.95,148.52
HMDB0082959,236.95,148.91
HMDB0082960,236.95,149.88
HMDB0082961,236.95,149.75
HMDB0082962,236.95,152.07
HMDB0082963,236.95,152.14
HMDB0082964,236.95,149.81
HMDB0082965,236.95,152.51
HMDB0082966,236.95,153.79
HMDB0082967,236.95,152.84
HMDB0082968,236.95,152.04
HMDB0082969,236.95,154.65
HMDB0082970,236.95,152.74
HMDB0082971,236.95,153.18
HMDB0082972,236.95,153.8
HMDB0082973,236.95,154.33
HMDB0082974,236.95,156.2
HMDB0082975,236.95,156.44
HMDB0082976,236.95,153.87
HMDB0082977,236.95,157.04
HMDB0082978,236.95,158.23
HMDB0082979,236.95,157.7
HMDB0082980,236.95,155.94
HMDB0082981,236.95,159.09
HMDB0082982,236.95,157.63
HMDB0082983,236.95,155.8
HMDB0082984,236.95,157.96
HMDB0082985,236.95,160.24
HMDB0082986,236.95,157.93
HMDB0082987,236.95,160.48
HMDB0082988,236.95,159.93
HMDB0082989,236.95,160.18
HMDB0082990,236.95,157.7
HMDB0082991,236.95,158.11
HMDB0082992,236.95,160.19
HMDB0082993,236.95,157.73
HMDB0082994,236.95,162.74
HMDB0082995,236.95,162.01
HMDB0082996,236.95,160.3
HMDB0082997,236.95,162.46
HMDB0082998,236.95,164.85
HMDB0082999,236.95,164.17
HMDB0083000,236.95,162.48
HMDB0083001,236.95,164.58
HMDB0083002,236.95,167.04
HMDB0083003,236.95,166.4
HMDB0083004,236.95,164.77
HMDB0083005,236.95,166.83
HMDB0083006,236.95,166.51
HMDB0083007,236.95,164.53
HMDB0083008,236.95,166.89
HMDB0083009,236.95,166.63
HMDB0083010,236.95,169.3
HMDB0083011,236.95,168.84
HMDB0083012,236.95,166.94
HMDB0083013,236.95,169.05
HMDB0083014,236.95,173.67
HMDB0083015,236.95,172.23
HMDB0083016,236.95,171.27
HMDB0083017,236.95,173.36
HMDB0083018,236.95,174.2
HMDB0083019,236.95,173.26
HMDB0083020,236.95,175.63
HMDB0083021,236.95,175.41
HMDB0083022,236.95,147.66
HMDB0083023,236.95,150.0
HMDB0083024,236.95,150.13
HMDB0083025,236.95,150.37
HMDB0083026,236.95,149.94
HMDB0083027,236.95,149.18
HMDB0083028,236.95,148.05
HMDB0083029,236.95,150.81
HMDB0083030,236.95,149.82
HMDB0083031,236.95,152.05
HMDB0083032,236.95,152.08
HMDB0083033,236.95,150.5
HMDB0083034,236.95,152.54
HMDB0083035,236.95,151.94
HMDB0083036,236.95,151.22
HMDB0083037,236.95,150.24
HMDB0083038,236.95,150.97
HMDB0083039,236.95,152.72
HMDB0083040,236.95,152.74
HMDB0083041,236.95,150.65
HMDB0083042,236.95,151.7
HMDB0083043,236.95,151.15
HMDB0083044,236.95,152.05
HMDB0083045,236.95,153.83
HMDB0083046,236.95,151.81
HMDB0083047,236.95,154.04
HMDB0083048,236.95,154.12
HMDB0083049,236.95,154.58
HMDB0083050,236.95,153.91
HMDB0083051,236.95,153.19
HMDB0083052,236.95,152.01
HMDB0083053,236.95,154.76
HMDB0083054,236.95,154.0
HMDB0083055,236.95,154.84
HMDB0083056,236.95,155.99
HMDB0083057,236.95,154.66
HMDB0083058,236.95,156.59
HMDB0083059,236.95,155.8
HMDB0083060,236.95,155.38
HMDB0083061,236.95,154.21
HMDB0083062,236.95,155.15
HMDB0083063,236.95,156.9
HMDB0083064,236.95,156.74
HMDB0083065,236.95,154.82
HMDB0083066,236.95,156.24
HMDB0083067,236.95,155.47
HMDB0083068,236.95,155.85
HMDB0083069,236.95,156.54
HMDB0083070,236.95,155.79
HMDB0083071,236.95,158.4
HMDB0083072,236.95,158.23
HMDB0083073,236.95,159.03
HMDB0083074,236.95,157.99
HMDB0083075,236.95,157.82
HMDB0083076,236.95,156.14
HMDB0083077,236.95,159.18
HMDB0083078,236.95,159.02
HMDB0083079,236.95,158.86
HMDB0083080,236.95,160.16
HMDB0083081,236.95,158.73
HMDB0083082,236.95,161.04
HMDB0083083,236.95,160.1
HMDB0083084,236.95,157.99
HMDB0083085,236.95,158.15
HMDB0083086,236.95,158.91
HMDB0083087,236.95,161.32
HMDB0083088,236.95,161.42
HMDB0083089,236.95,159.92
HMDB0083090,236.95,162.13
HMDB0083091,236.95,159.94
HMDB0083092,236.95,160.04
HMDB0083093,236.95,162.44
HMDB0083094,236.95,161.19
HMDB0083095,236.95,160.19
HMDB0083096,236.95,160.78
HMDB0083097,236.95,161.02
HMDB0083098,236.95,162.71
HMDB0083099,236.95,162.13
HMDB0083100,236.95,159.88
HMDB0083101,236.95,162.36
HMDB0083102,236.95,161.87
HMDB0083103,236.95,162.14
HMDB0083104,236.95,159.87
HMDB0083105,236.95,161.79
HMDB0083106,236.95,160.25
HMDB0083107,236.95,161.78
HMDB0083108,236.95,162.41
HMDB0083109,236.95,159.62
HMDB0083110,236.95,163.38
HMDB0083111,236.95,163.21
HMDB0083112,236.95,164.87
HMDB0083113,236.95,164.28
HMDB0083114,236.95,164.5
HMDB0083115,236.95,162.31
HMDB0083116,236.95,162.54
HMDB0083117,236.95,164.68
HMDB0083118,236.95,165.58
HMDB0083119,236.95,165.5
HMDB0083120,236.95,167.03
HMDB0083121,236.95,166.54
HMDB0083122,236.95,166.78
HMDB0083123,236.95,164.53
HMDB0083124,236.95,164.69
HMDB0083125,236.95,166.84
HMDB0083126,236.95,167.83
HMDB0083127,236.95,167.61
HMDB0083128,236.95,169.27
HMDB0083129,236.95,167.47
HMDB0083130,236.95,168.74
HMDB0083131,236.95,168.96
HMDB0083132,236.95,166.73
HMDB0083133,236.95,166.89
HMDB0083134,236.95,167.63
HMDB0083135,236.95,169.02
HMDB0083136,236.95,168.79
HMDB0083137,236.95,168.34
HMDB0083138,236.95,168.58
HMDB0083139,236.95,168.55
HMDB0083140,236.95,169.01
HMDB0083141,236.95,170.1
HMDB0083142,236.95,168.82
HMDB0083143,236.95,169.8
HMDB0083144,236.95,171.48
HMDB0083145,236.95,170.95
HMDB0083146,236.95,171.18
HMDB0083147,236.95,169.96
HMDB0083148,236.95,169.07
HMDB0083149,236.95,171.2
HMDB0083150,236.95,173.17
HMDB0083151,236.95,174.15
HMDB0083152,236.95,175.89
HMDB0083153,236.95,175.28
HMDB0083154,236.95,175.53
HMDB0083155,236.95,174.3
HMDB0083156,236.95,173.48
HMDB0083157,236.95,175.57
HMDB0083158,236.95,176.13
HMDB0083159,236.95,175.17
HMDB0083160,236.95,177.63
HMDB0083161,236.95,176.36
HMDB0083162,236.95,177.29
HMDB0083163,236.95,175.5
HMDB0083164,236.95,177.88
HMDB0083165,236.95,177.57
HMDB0083166,236.95,152.11
HMDB0083167,236.95,151.48
HMDB0083168,236.95,150.1
HMDB0083169,236.95,152.94
HMDB0083170,236.95,154.15
HMDB0083171,236.95,153.54
HMDB0083172,236.95,152.37
HMDB0083173,236.95,155.01
HMDB0083174,236.95,152.86
HMDB0083175,236.95,153.25
HMDB0083176,236.95,154.04
HMDB0083177,236.95,155.94
HMDB0083178,236.95,156.1
HMDB0083179,236.95,155.59
HMDB0083180,236.95,154.02
HMDB0083181,236.95,156.86
HMDB0083182,236.95,157.97
HMDB0083183,236.95,157.6
HMDB0083184,236.95,156.14
HMDB0083185,236.95,159.09
HMDB0083186,236.95,157.08
HMDB0083187,236.95,157.55
HMDB0083188,236.95,157.85
HMDB0083189,236.95,158.65
HMDB0083190,236.95,160.2
HMDB0083191,236.95,159.93
HMDB0083192,236.95,158.06
HMDB0083193,236.95,161.28
HMDB0083194,236.95,162.19
HMDB0083195,236.95,160.04
HMDB0083196,236.95,160.26
HMDB0083197,236.95,163.41
HMDB0083198,236.95,161.08
HMDB0083199,236.95,162.05
HMDB0083200,236.95,162.05
HMDB0083201,236.95,164.52
HMDB0083202,236.95,162.11
HMDB0083203,236.95,164.8
HMDB0083204,236.95,164.22
HMDB0083205,236.95,162.22
HMDB0083206,236.95,162.38
HMDB0083207,236.95,162.47
HMDB0083208,236.95,164.59
HMDB0083209,236.95,161.83
HMDB0083210,236.95,167.0
HMDB0083211,236.95,164.48
HMDB0083212,236.95,164.69
HMDB0083213,236.95,166.73
HMDB0083214,236.95,169.17
HMDB0083215,236.95,166.6
HMDB0083216,236.95,166.8
HMDB0083217,236.95,168.93
HMDB0083218,236.95,171.37
HMDB0083219,236.95,169.94
HMDB0083220,236.95,169.0
HMDB0083221,236.95,171.17
HMDB0083222,236.95,169.75
HMDB0083223,236.95,168.87
HMDB0083224,236.95,171.17
HMDB0083225,236.95,171.88
HMDB0083226,236.95,173.53
HMDB0083227,236.95,172.08
HMDB0083228,236.95,171.15
HMDB0083229,236.95,173.31
HMDB0083230,236.95,177.96
HMDB0083231,236.95,176.5
HMDB0083232,236.95,175.56
HMDB0083233,236.95,177.64
HMDB0083234,236.95,178.47
HMDB0083235,236.95,177.56
HMDB0083236,236.95,180.01
HMDB0083237,236.95,179.68
HMDB0083238,236.95,152.07
HMDB0083239,236.95,153.34
HMDB0083240,236.95,154.37
HMDB0083241,236.95,154.91
HMDB0083242,236.95,154.2
HMDB0083243,236.95,153.58
HMDB0083244,236.95,152.21
HMDB0083245,236.95,155.17
HMDB0083246,236.95,154.21
HMDB0083247,236.95,155.53
HMDB0083248,236.95,156.33
HMDB0083249,236.95,154.82
HMDB0083250,236.95,156.98
HMDB0083251,236.95,156.18
HMDB0083252,236.95,155.69
HMDB0083253,236.95,154.41
HMDB0083254,236.95,155.49
HMDB0083255,236.95,157.15
HMDB0083256,236.95,157.34
HMDB0083257,236.95,155.04
HMDB0083258,236.95,157.95
HMDB0083259,236.95,155.48
HMDB0083260,236.95,156.27
HMDB0083261,236.95,158.14
HMDB0083262,236.95,155.88
HMDB0083263,236.95,157.5
HMDB0083264,236.95,158.34
HMDB0083265,236.95,158.8
HMDB0083266,236.95,158.2
HMDB0083267,236.95,157.65
HMDB0083268,236.95,156.16
HMDB0083269,236.95,159.13
HMDB0083270,236.95,158.09
HMDB0083271,236.95,159.54
HMDB0083272,236.95,160.21
HMDB0083273,236.95,159.02
HMDB0083274,236.95,160.98
HMDB0083275,236.95,160.07
HMDB0083276,236.95,159.82
HMDB0083277,236.95,158.36
HMDB0083278,236.95,159.43
HMDB0083279,236.95,161.23
HMDB0083280,236.95,161.08
HMDB0083281,236.95,159.24
HMDB0083282,236.95,160.6
HMDB0083283,236.95,159.53
HMDB0083284,236.95,160.11
HMDB0083285,236.95,160.85
HMDB0083286,236.95,160.02
HMDB0083287,236.95,162.42
HMDB0083288,236.95,163.26
HMDB0083289,236.95,162.22
HMDB0083290,236.95,162.09
HMDB0083291,236.95,160.17
HMDB0083292,236.95,163.45
HMDB0083293,236.95,162.23
HMDB0083294,236.95,162.05
HMDB0083295,236.95,164.43
HMDB0083296,236.95,163.07
HMDB0083297,236.95,165.33
HMDB0083298,236.95,164.18
HMDB0083299,236.95,162.29
HMDB0083300,236.95,162.47
HMDB0083301,236.95,163.21
