iter	Logloss
547	0.1824843133
548	0.1822768225
549	0.182029812
550	0.1818169082
551	0.1815718891
552	0.1814098644
553	0.18115131
554	0.1810356027
555	0.1808840382
556	0.1806965063
557	0.1804638673
558	0.1802534473
559	0.1800519276
560	0.1797325042
561	0.1794881829
562	0.1793017645
563	0.1791261727
564	0.1789615683
565	0.1787302153
566	0.1785900361
567	0.1783528639
568	0.1781617339
569	0.1780188103
570	0.1778366556
571	0.1776475903
572	0.1774810687
573	0.177261773
574	0.1772214345
575	0.1770626782
576	0.1767394057
577	0.176561567
578	0.176395929
579	0.1761568293
580	0.1759896799
581	0.1758475698
582	0.1757634747
583	0.1755218221
584	0.1753783345
585	0.1751773934
586	0.1749431023
587	0.1747386307
588	0.1746285463
589	0.1744636659
590	0.1743209872
591	0.174193203
592	0.1740413862
593	0.1738829175
594	0.1737473666
595	0.1735729487
596	0.173429041
597	0.1732557051
598	0.173082645
599	0.172840284
600	0.1726310847
601	0.1724751825
602	0.1723364397
603	0.1721729577
604	0.1720503403
605	0.1719027907
606	0.1717177155
607	0.1715699465
608	0.1712286006
609	0.171116579
610	0.1709335555
611	0.1708006693
612	0.1705190866
613	0.1703176043
614	0.1701574662
615	0.16990762
616	0.1696728279
617	0.1694973313
618	0.1693706906
619	0.1691029034
620	0.1690015378
621	0.1688661879
622	0.1686469529
623	0.168498015
624	0.1683335616
625	0.1682515744
626	0.167971112
627	0.1678346357
628	0.1676978324
629	0.1674886018
630	0.1673552152
631	0.1671847047
632	0.1670554057
633	0.1668007756
634	0.1665890253
635	0.1663673051
636	0.1661434242
637	0.1660110931
638	0.165920121
639	0.165774877
640	0.1656456172
641	0.1653422068
642	0.1651465597
643	0.1649674444
644	0.1647689267
645	0.1645833722
646	0.1644460502
647	0.1642972314
648	0.1641156311
649	0.1639187919
650	0.1637957416
651	0.1635423436
652	0.1633359408
653	0.1632360212
654	0.163087637
655	0.1627628676
656	0.1625994712
657	0.1624579665
658	0.1623506334
659	0.1622360768
660	0.1621093421
661	0.1619749784
662	0.1618368524
663	0.1616906749
664	0.1613890967
665	0.1613314059
666	0.1612007417
667	0.1610535895
668	0.160951784
669	0.1608335974
670	0.1606704338
671	0.1605689844
672	0.1604095067
673	0.1602544741
674	0.1601574784
675	0.1599704992
676	0.1597826242
677	0.159613484
678	0.1594443947
679	0.1591790262
680	0.1590419328
681	0.1588381378
682	0.1587112206
683	0.1584322073
684	0.1582836132
685	0.1581817384
686	0.1580632006
687	0.1578541602
688	0.1577264081
689	0.1576292873
690	0.1573843046
691	0.1572481523
692	0.1571353198
693	0.1569834295
694	0.1568181942
695	0.1566869675
696	0.1565597527
697	0.1564693838
698	0.1562933401
699	0.1561972777
700	0.1560755873
701	0.1559506934
702	0.1558048115
703	0.1557065312
704	0.1555240425
705	0.1553804693
706	0.1552178524
707	0.1550748478
708	0.1549900628
709	0.1549057362
710	0.1547906103
711	0.1546833536
712	0.1545367847
713	0.1543927718
714	0.1543042796
715	0.1541766826
716	0.1540867217
717	0.1538952047
718	0.1537415391
719	0.1536237125
720	0.1535063086
721	0.1534045006
722	0.1533048153
723	0.1532047475
724	0.1530899737
725	0.1530149188
726	0.1529042063
727	0.1527666263
728	0.152656147
729	0.1524553419
730	0.1523743489
731	0.1522951167
732	0.1521792009
733	0.1519779732
734	0.1518485274
735	0.1517422909
736	0.1516178944
737	0.1515164931
738	0.1513696338
739	0.1512662036
740	0.1510868816
741	0.1509459479
742	0.1507877714
743	0.1506741881
744	0.1505320752
745	0.1503183535
746	0.1501742092
747	0.1500868408
748	0.1499665106
749	0.1497952455
750	0.1495999643
751	0.1495060623
752	0.1492109276
753	0.1490935604
754	0.148976846
755	0.1487714698
756	0.1486496588
757	0.1485396468
758	0.1484003783
759	0.1482484858
760	0.1481461301
761	0.1480640786
762	0.1478648785
763	0.1476861584
764	0.1475805653
765	0.1474663977
766	0.1473492075
767	0.1472323598
768	0.1471671965
769	0.1469793255
770	0.1467868646
771	0.1466057943
772	0.1464699723
773	0.1463869484
774	0.1462731432
775	0.1462117462
776	0.1461586427
777	0.1460574422
778	0.1459322756
779	0.1457554628
780	0.1456193122
781	0.1455431253
782	0.145437429
783	0.1453018754
784	0.1451912006
785	0.1451199918
786	0.1449367164
787	0.1448181191
788	0.144736254
789	0.1446479354
790	0.1444717736
791	0.1442798964
792	0.1442266097
793	0.1441494118
794	0.1440705873
795	0.143919728
796	0.1438355215
797	0.1437150758
798	0.1436610381
799	0.1434768172
800	0.1433290425
801	0.1432791117
802	0.1431992482
803	0.1430891511
804	0.1429873393
805	0.1428508811
806	0.1426585219
807	0.1425542685
808	0.1424506176
809	0.1423578306
810	0.1422053074
811	0.1421369649
812	0.1420469957
813	0.141837778
814	0.1417723157
815	0.1415513632
816	0.1414351996
817	0.1413176445
818	0.14122835
819	0.1411832993
820	0.1410744157
821	0.1409397482
822	0.140859759
823	0.1406937848
824	0.140508506
825	0.140353279
826	0.1402969415
827	0.1401895335
828	0.1401025448
829	0.140002444
830	0.1399146345
831	0.139690321
832	0.139565487
833	0.1394780324
834	0.1393422964
835	0.1392367406
836	0.1391120109
837	0.1390413105
838	0.138931339
839	0.1387976478
840	0.1386887028
841	0.1385648819
842	0.1384713562
843	0.1383640412
844	0.138311458
845	0.1381940116
846	0.1380989809
847	0.1380344182
848	0.1379512283
849	0.1378276313
850	0.1377554758
851	0.1376846735
852	0.1375106272
853	0.1373331401
854	0.1372122564
855	0.1371387956
856	0.1370722803
857	0.136960617
858	0.1368672098
859	0.1367233806
860	0.1366061812
861	0.1365491968
862	0.1364053577
863	0.1363050064
864	0.1362970752
865	0.1362110977
866	0.1361029346
867	0.1359931907
868	0.1358577744
869	0.1357074788
870	0.1356081298
871	0.1355263975
872	0.1354353217
873	0.1352420545
874	0.135172078
875	0.1351259071
876	0.1350704736
877	0.1349867344
878	0.1348704782
879	0.1346896826
880	0.1345937291
881	0.134442003
882	0.1343634594
883	0.1341778646
884	0.1340738046
885	0.1339749532
886	0.1338456148
887	0.1337613325
888	0.1336826227
889	0.1335331274
890	0.1334557214
891	0.1332277427
892	0.1331259993
893	0.1330685442
894	0.1329978362
895	0.1328517308
896	0.1327292931
897	0.1326678185
898	0.1325359831
899	0.1324648651
900	0.1324038966
901	0.1323372587
902	0.132161622
903	0.1320981017
904	0.1319161956
905	0.131844176
906	0.1317313466
907	0.1316433906
908	0.1315321885
909	0.1314437208
910	0.1313434293
911	0.1312734508
912	0.1311946006
913	0.1311068409
914	0.1310342938
915	0.1309673334
916	0.1307872668
917	0.1307121008
918	0.1306424449
919	0.1305482334
920	0.1304998512
921	0.1304108257
922	0.1303081187
923	0.130247687
924	0.130188693
925	0.1300940071
926	0.1299439665
927	0.1299007423
928	0.1297647916
929	0.1296196843
930	0.1295656748
931	0.1294928953
932	0.1293287497
933	0.1291784173
934	0.1291193099
935	0.1289814552
936	0.1287790458
937	0.1286523072
938	0.1285627292
939	0.1283950549
940	0.1282819609
941	0.1281711246
942	0.1280478295
943	0.1279470338
944	0.1278144227
945	0.1276695589
946	0.127585727
947	0.1274784425
948	0.1274085862
949	0.1272739821
950	0.1271225064
951	0.1270597273
952	0.1269651433
953	0.1268862264
954	0.1267706701
955	0.1265295804
956	0.1264361435
957	0.126365028
958	0.1261016599
959	0.1259866568
960	0.1259132306
961	0.1258631456
962	0.1257691176
963	0.1256942305
964	0.1255621178
965	0.1254711712
966	0.1253731957
967	0.1252192919
968	0.1251072606
969	0.1250422079
970	0.1248441833
971	0.1247638082
972	0.1247276532
973	0.1246347503
974	0.1245186698
975	0.1244546109
976	0.1243093152
977	0.1241960096
978	0.1241120092
979	0.124019571
980	0.1239521886
981	0.1237411822
982	0.1236725883
983	0.1235569
984	0.1234880898
985	0.1233953052
986	0.1233401202
987	0.1232326389
988	0.1231608165
989	0.1231030847
990	0.1229928592
991	0.122884776
992	0.1228246265
993	0.122696847
994	0.1226098711
995	0.1225451372
996	0.1224770336
997	0.1223472042
998	0.1222425669
999	0.12210642
