hmdb_primary,pka_strongest_acidic,pka_strongest_basic
HMDB0110979,1.59,-3.4
HMDB0110980,1.59,-3.4
HMDB0110982,1.59,-3.4
HMDB0110983,1.59,-3.4
HMDB0110984,1.59,-3.4
HMDB0110985,1.59,-3.4
HMDB0110986,1.59,-3.4
HMDB0110987,1.59,-3.4
HMDB0110988,1.59,-3.4
HMDB0110989,1.59,-3.4
HMDB0110990,1.59,-3.4
HMDB0110991,1.59,-3.4
HMDB0110992,1.59,-3.4
HMDB0110993,1.59,-3.4
HMDB0110995,1.59,-3.4
HMDB0110996,1.59,-3.4
HMDB0110997,1.59,-3.4
HMDB0110998,1.59,-3.4
HMDB0110999,1.59,-3.4
HMDB0111001,1.59,-3.4
HMDB0111003,1.59,-3.4
HMDB0111005,1.59,-3.4
HMDB0111008,1.59,-3.4
HMDB0111009,1.59,-3.4
HMDB0111010,1.59,-3.4
HMDB0111011,1.59,-3.4
HMDB0111012,1.59,-3.4
HMDB0111013,1.59,-3.4
HMDB0111015,1.59,-3.4
HMDB0111016,1.59,-3.4
HMDB0111017,1.59,-3.4
HMDB0111019,1.59,-3.4
HMDB0111020,1.59,-3.4
HMDB0111021,1.59,-3.4
HMDB0111022,1.59,-3.4
HMDB0111025,1.59,-3.4
HMDB0111027,1.59,-3.4
HMDB0111028,1.59,-3.4
HMDB0111029,1.59,-3.4
HMDB0111030,1.59,-3.4
HMDB0111032,1.59,-3.4
HMDB0111033,1.59,-3.4
HMDB0111034,1.59,-3.4
HMDB0111035,1.59,-3.4
HMDB0111036,1.59,-3.4
HMDB0111038,1.59,-3.4
HMDB0111039,1.59,-3.4
HMDB0111040,1.59,-3.4
HMDB0111041,1.59,-3.4
HMDB0111043,1.59,-3.4
HMDB0111044,1.59,-3.4
HMDB0111045,1.59,-3.4
HMDB0111047,1.59,-3.4
HMDB0111049,1.59,-3.4
HMDB0111050,1.59,-3.4
HMDB0111053,1.59,-3.4
HMDB0111055,1.59,-3.4
HMDB0111056,1.59,-3.4
HMDB0111057,1.59,-3.4
HMDB0111059,1.59,-3.4
HMDB0111060,1.59,-3.4
HMDB0111061,1.59,-3.4
HMDB0111063,1.59,-3.4
HMDB0111064,1.59,-3.4
HMDB0111066,1.59,-3.4
HMDB0111068,1.59,-3.4
HMDB0111069,1.59,-3.4
HMDB0111071,1.59,-3.4
HMDB0111072,1.59,-3.4
HMDB0111073,1.59,-3.4
HMDB0111074,1.59,-3.4
HMDB0111075,1.59,-3.4
HMDB0111076,1.59,-3.4
HMDB0111077,1.59,-3.4
HMDB0111079,1.59,-3.4
HMDB0111081,1.59,-3.4
HMDB0111082,1.59,-3.4
HMDB0111084,1.59,-3.4
HMDB0111085,1.59,-3.4
HMDB0111086,1.59,-3.4
HMDB0111087,1.59,-3.4
HMDB0111089,1.59,-3.4
HMDB0111090,1.59,-3.4
HMDB0111092,1.59,-3.4
HMDB0111093,1.59,-3.4
HMDB0111096,1.59,-3.4
HMDB0111097,1.59,-3.4
HMDB0111099,1.59,-3.4
HMDB0111102,1.59,-3.4
HMDB0111103,1.59,-3.4
HMDB0111104,1.59,-3.4
HMDB0111105,1.59,-3.4
HMDB0111106,1.59,-3.4
HMDB0111107,1.59,-3.4
HMDB0111109,1.59,-3.4
HMDB0111110,1.59,-3.4
HMDB0111111,1.59,-3.4
HMDB0111114,1.59,-3.4
HMDB0111116,1.59,-3.4
HMDB0111117,1.59,-3.4
HMDB0111118,1.59,-3.4
HMDB0111119,1.59,-3.4
HMDB0111120,1.59,-3.4
HMDB0111121,1.59,-3.4
HMDB0111122,1.59,-3.4
HMDB0111123,1.59,-3.4
HMDB0111124,1.59,-3.4
HMDB0111125,1.59,-3.4
HMDB0111126,1.59,-3.4
HMDB0111127,1.59,-3.4
HMDB0111128,1.59,-3.4
HMDB0111130,1.59,-3.4
HMDB0111131,1.59,-3.4
HMDB0111132,1.59,-3.4
HMDB0111134,1.59,-3.4
HMDB0111135,1.59,-3.4
HMDB0111136,1.59,-3.4
HMDB0111137,1.59,-3.4
HMDB0111139,1.59,-3.4
HMDB0111140,1.59,-3.4
HMDB0111141,1.59,-3.4
HMDB0111142,1.59,-3.4
HMDB0111144,1.59,-3.4
HMDB0111145,1.59,-3.4
HMDB0111146,1.59,-3.4
HMDB0111148,1.59,-3.4
HMDB0111149,1.59,-3.4
HMDB0111150,1.59,-3.4
HMDB0111151,1.59,-3.4
HMDB0111152,1.59,-3.4
HMDB0111153,1.59,-3.4
HMDB0111154,1.59,-3.4
HMDB0111156,1.59,-3.4
HMDB0111157,1.59,-3.4
HMDB0111159,1.59,-3.4
HMDB0111162,1.59,-3.4
HMDB0111165,1.59,-3.4
HMDB0111166,1.59,-3.4
HMDB0111167,1.59,-3.4
HMDB0111168,1.59,-3.4
HMDB0111169,1.59,-3.4
HMDB0111170,1.59,-3.4
HMDB0111171,1.59,-3.4
HMDB0111172,1.59,-3.4
HMDB0111173,1.59,-3.4
HMDB0111174,1.59,-3.4
HMDB0111175,1.59,-3.4
HMDB0111176,1.59,-3.4
HMDB0111177,1.59,-3.4
HMDB0111178,1.59,-3.4
HMDB0111179,1.59,-3.4
HMDB0111180,1.59,-3.4
HMDB0111181,1.59,-3.4
HMDB0111183,1.59,-3.4
HMDB0111185,1.59,-3.4
HMDB0111187,1.59,-3.4
HMDB0111188,1.59,-3.4
HMDB0111189,1.59,-3.4
HMDB0111191,1.59,-3.4
HMDB0111193,1.59,-3.4
HMDB0111194,1.59,-3.4
HMDB0111195,1.59,-3.4
HMDB0111196,1.59,-3.4
HMDB0111197,1.59,-3.4
HMDB0111198,1.59,-3.4
HMDB0111200,1.59,-3.4
HMDB0111201,1.59,-3.4
HMDB0111202,1.59,-3.4
HMDB0111204,1.59,-3.4
HMDB0111205,1.59,-3.4
HMDB0111207,1.59,-3.4
HMDB0111208,1.59,-3.4
HMDB0111209,1.59,-3.4
HMDB0111210,1.59,-3.4
HMDB0111211,1.59,-3.4
HMDB0111212,1.59,-3.4
HMDB0111214,1.59,-3.4
HMDB0111217,1.59,-3.4
HMDB0111221,1.59,-3.4
HMDB0111223,1.59,-3.4
HMDB0111227,1.59,-3.4
HMDB0111228,1.59,-3.4
HMDB0111229,1.59,-3.4
HMDB0111230,1.59,-3.4
HMDB0111231,1.59,-3.4
HMDB0111232,1.59,-3.4
HMDB0111233,1.59,-3.4
HMDB0111234,1.59,-3.4
HMDB0111235,1.59,-3.4
HMDB0111236,1.59,-3.4
HMDB0111237,1.59,-3.4
HMDB0111238,1.59,-3.4
HMDB0111239,1.59,-3.4
HMDB0111240,1.59,-3.4
HMDB0111241,1.59,-3.4
HMDB0111242,1.59,-3.4
HMDB0111243,1.59,-3.4
HMDB0111244,1.59,-3.4
HMDB0111245,1.59,-3.4
HMDB0111246,1.59,-3.4
HMDB0111247,1.59,-3.4
HMDB0111248,1.59,-3.4
HMDB0111249,1.59,-3.4
HMDB0111250,1.59,-3.4
HMDB0111251,1.59,-3.4
HMDB0111252,1.59,-3.4
HMDB0111253,1.59,-3.4
HMDB0111254,1.59,-3.4
HMDB0111255,1.59,-3.4
HMDB0111256,1.59,-3.4
HMDB0111257,1.59,-3.4
HMDB0111258,1.59,-3.4
HMDB0111259,1.59,-3.4
HMDB0111260,1.59,-3.4
HMDB0111261,1.59,-3.4
HMDB0111262,1.59,-3.4
HMDB0111263,1.59,-3.4
HMDB0111264,1.59,-3.4
HMDB0111265,1.59,-3.4
HMDB0111266,1.59,-3.4
HMDB0111267,1.59,-3.4
HMDB0111268,1.59,-3.4
HMDB0111269,1.59,-3.4
HMDB0111270,1.59,-3.4
HMDB0111271,1.59,-3.4
HMDB0111272,1.59,-3.4
HMDB0111273,1.59,-3.4
HMDB0111274,1.59,-3.4
HMDB0111275,1.59,-3.4
HMDB0111276,1.59,-3.4
HMDB0111277,1.59,-3.4
HMDB0111278,1.59,-3.4
HMDB0111279,1.59,-3.4
HMDB0111280,1.59,-3.4
HMDB0111281,1.59,-3.4
HMDB0111282,1.59,-3.4
HMDB0111283,1.59,-3.4
HMDB0111284,1.59,-3.4
HMDB0111285,1.59,-3.4
HMDB0111286,1.59,-3.4
HMDB0111287,1.59,-3.4
HMDB0111288,1.59,-3.4
HMDB0111289,1.59,-3.4
HMDB0111290,1.59,-3.4
HMDB0111291,1.59,-3.4
HMDB0111292,1.59,-3.4
HMDB0111293,1.59,-3.4
HMDB0111294,1.59,-3.4
HMDB0111295,1.59,-3.4
HMDB0111296,1.59,-3.4
HMDB0111297,1.59,-3.4
HMDB0111298,1.59,-3.4
HMDB0111299,1.59,-3.4
HMDB0111300,1.59,-3.4
HMDB0111303,1.59,-3.4
HMDB0111304,1.59,-3.4
HMDB0111305,1.59,-3.4
HMDB0111306,1.59,-3.4
HMDB0111307,1.59,-3.4
HMDB0111308,1.59,-3.4
HMDB0111310,1.59,-3.4
HMDB0111311,1.59,-3.4
HMDB0111312,1.59,-3.4
HMDB0111313,1.59,-3.4
HMDB0111314,1.59,-3.4
HMDB0111315,1.59,-3.4
HMDB0111316,1.59,-3.4
HMDB0111317,1.59,-3.4
HMDB0111318,1.59,-3.4
HMDB0111320,1.59,-3.4
HMDB0111321,1.59,-3.4
HMDB0111323,1.59,-3.4
HMDB0111324,1.59,-3.4
HMDB0111325,1.59,-3.4
HMDB0111326,1.59,-3.4
HMDB0111327,1.59,-3.4
HMDB0111328,1.59,-3.4
HMDB0111330,1.59,-3.4
HMDB0111332,1.59,-3.4
HMDB0111333,1.59,-3.4
HMDB0111334,1.59,-3.4
HMDB0111335,1.59,-3.4
HMDB0111337,1.59,-3.4
HMDB0111338,1.59,-3.4
HMDB0111339,1.59,-3.4
HMDB0111342,1.59,-3.4
HMDB0111343,1.59,-3.4
HMDB0111344,1.59,-3.4
HMDB0111345,1.59,-3.4
HMDB0111346,1.59,-3.4
HMDB0111347,1.59,-3.4
HMDB0111348,1.59,-3.4
HMDB0111350,1.59,-3.4
HMDB0111352,1.59,-3.4
HMDB0111354,1.59,-3.4
HMDB0111355,1.59,-3.4
HMDB0111356,1.59,-3.4
HMDB0111357,1.59,-3.4
HMDB0111358,1.59,-3.4
HMDB0111359,1.59,-3.4
HMDB0111360,1.59,-3.4
HMDB0111361,1.59,-3.4
HMDB0111362,1.59,-3.4
HMDB0111363,1.59,-3.4
HMDB0111364,1.59,-3.4
HMDB0111365,1.59,-3.4
HMDB0111367,1.59,-3.4
HMDB0111368,1.59,-3.4
HMDB0111369,1.59,-3.4
HMDB0111371,1.59,-3.4
HMDB0111372,1.59,-3.4
HMDB0111373,1.59,-3.4
HMDB0111374,1.59,-3.4
HMDB0111375,1.59,-3.4
HMDB0111376,1.59,-3.4
HMDB0111378,1.59,-3.4
HMDB0111379,1.59,-3.4
HMDB0111381,1.59,-3.4
HMDB0111382,1.59,-3.4
HMDB0111383,1.59,-3.4
HMDB0111385,1.59,-3.4
HMDB0111386,1.59,-3.4
HMDB0111387,1.59,-3.4
HMDB0111388,1.59,-3.4
HMDB0111390,1.59,-3.4
HMDB0111391,1.59,-3.4
HMDB0111392,1.59,-3.4
HMDB0111394,1.59,-3.4
HMDB0111395,1.59,-3.4
HMDB0111396,1.59,-3.4
HMDB0111397,1.59,-3.4
HMDB0111398,1.59,-3.4
HMDB0111399,1.59,-3.4
HMDB0111401,1.59,-3.4
HMDB0111402,1.59,-3.4
HMDB0111403,1.59,-3.4
HMDB0111404,1.59,-3.4
HMDB0111405,1.59,-3.4
HMDB0111406,1.59,-3.4
HMDB0111407,1.59,-3.4
HMDB0111410,1.59,-3.4
HMDB0111412,1.59,-3.4
HMDB0111413,1.59,-3.4
HMDB0111414,1.59,-3.4
HMDB0111415,1.59,-3.4
HMDB0111416,1.59,-3.4
HMDB0111417,1.59,-3.4
HMDB0111419,1.59,-3.4
HMDB0111421,1.59,-3.4
HMDB0111422,1.59,-3.4
HMDB0111423,1.59,-3.4
HMDB0111424,1.59,-3.4
HMDB0111425,1.59,-3.4
HMDB0111426,1.59,-3.4
HMDB0111427,1.59,-3.4
HMDB0111428,1.59,-3.4
HMDB0111429,1.59,-3.4
HMDB0111431,1.59,-3.4
HMDB0111434,1.59,-3.4
HMDB0111436,1.59,-3.4
HMDB0111437,1.59,-3.4
HMDB0111438,1.59,-3.4
HMDB0111439,1.59,-3.4
HMDB0111440,1.59,-3.4
HMDB0111441,1.59,-3.4
HMDB0111442,1.59,-3.4
HMDB0111443,1.59,-3.4
HMDB0111444,1.59,-3.4
HMDB0111445,1.59,-3.4
HMDB0111446,1.59,-3.4
HMDB0111447,1.59,-3.4
HMDB0111448,1.59,-3.4
HMDB0111449,1.59,-3.4
HMDB0111450,1.59,-3.4
HMDB0111451,1.59,-3.4
HMDB0111452,1.59,-3.4
HMDB0111453,1.59,-3.4
HMDB0111454,1.59,-3.4
HMDB0111455,1.59,-3.4
HMDB0111456,1.59,-3.4
HMDB0111457,1.59,-3.4
HMDB0111458,1.59,-3.4
HMDB0111459,1.59,-3.4
HMDB0111460,1.59,-3.4
HMDB0111461,1.59,-3.4
HMDB0111462,1.59,-3.4
HMDB0111463,1.59,-3.4
HMDB0111464,1.59,-3.4
HMDB0111465,1.59,-3.4
HMDB0111466,1.59,-3.4
HMDB0111467,1.59,-3.4
HMDB0111468,1.59,-3.4
HMDB0111469,1.59,-3.4
HMDB0111470,1.59,-3.4
HMDB0111471,1.59,-3.4
HMDB0111472,1.59,-3.4
HMDB0111473,1.59,-3.4
HMDB0111474,1.59,-3.4
HMDB0111475,1.59,-3.4
HMDB0111476,1.59,-3.4
HMDB0111477,1.59,-3.4
HMDB0111478,1.59,-3.4
HMDB0111479,1.59,-3.4
HMDB0111480,1.59,-3.4
HMDB0111481,1.59,-3.4
HMDB0111482,1.59,-3.4
HMDB0111483,1.59,-3.4
HMDB0111484,1.59,-3.4
HMDB0111485,1.59,-3.4
HMDB0111486,1.59,-3.4
HMDB0111487,1.59,-3.4
HMDB0111488,1.59,-3.4
HMDB0111489,1.59,-3.4
HMDB0111490,1.59,-3.4
HMDB0111491,1.59,-3.4
HMDB0111492,1.59,-3.4
HMDB0111493,1.59,-3.4
HMDB0111494,1.59,-3.4
HMDB0111495,1.59,-3.4
HMDB0111496,1.59,-3.4
HMDB0111497,1.59,-3.4
HMDB0111498,1.59,-3.4
HMDB0111499,1.59,-3.4
HMDB0111500,1.59,-3.4
HMDB0111501,1.59,-3.4
HMDB0111502,1.59,-3.4
HMDB0111503,1.59,-3.4
HMDB0111504,1.59,-3.4
HMDB0111505,1.59,-3.4
HMDB0111506,1.59,-3.4
HMDB0111507,1.59,-3.4
HMDB0111508,1.59,-3.4
HMDB0111509,1.59,-3.4
HMDB0111510,1.59,-3.4
HMDB0111511,1.59,-3.4
HMDB0111512,1.59,-3.4
HMDB0111513,1.59,-3.4
HMDB0111514,1.59,-3.4
HMDB0111515,1.59,-3.4
HMDB0111516,1.59,-3.4
HMDB0111517,1.59,-3.4
HMDB0111518,1.59,-3.4
HMDB0111519,1.59,-3.4
HMDB0111520,1.59,-3.4
HMDB0111521,1.59,-3.4
HMDB0111522,1.59,-3.4
HMDB0111523,1.59,-3.4
HMDB0111524,1.59,-3.4
HMDB0111525,1.59,-3.4
HMDB0111526,1.59,-3.4
HMDB0111527,1.59,-3.4
HMDB0111528,1.59,-3.4
HMDB0111529,1.59,-3.4
HMDB0111530,1.59,-3.4
HMDB0111531,1.59,-3.4
HMDB0111532,1.59,-3.4
HMDB0111533,1.59,-3.4
HMDB0111534,1.59,-3.4
HMDB0111535,1.59,-3.4
HMDB0111536,1.59,-3.4
HMDB0111537,1.59,-3.4
HMDB0111538,1.59,-3.4
HMDB0111539,1.59,-3.4
HMDB0111540,1.59,-3.4
HMDB0111541,1.59,-3.4
HMDB0111542,1.59,-3.4
HMDB0111543,1.59,-3.4
HMDB0111544,1.59,-3.4
HMDB0111545,1.59,-3.4
HMDB0111546,1.59,-3.4
HMDB0111547,1.59,-3.4
HMDB0111548,1.59,-3.4
HMDB0111550,1.59,-3.4
HMDB0111551,1.59,-3.4
HMDB0111552,1.59,-3.4
HMDB0111554,1.59,-3.4
HMDB0111556,1.59,-3.4
HMDB0111557,1.59,-3.4
HMDB0111558,1.59,-3.4
HMDB0111559,1.59,-3.4
HMDB0111560,1.59,-3.4
HMDB0111561,1.59,-3.4
HMDB0111562,1.59,-3.4
HMDB0111563,1.59,-3.4
HMDB0111566,1.59,-3.4
HMDB0111567,1.59,-3.4
HMDB0111568,1.59,-3.4
HMDB0111569,1.59,-3.4
HMDB0111571,1.59,-3.4
HMDB0111572,1.59,-3.4
HMDB0111573,1.59,-3.4
HMDB0111574,1.59,-3.4
HMDB0111575,1.59,-3.4
HMDB0111576,1.59,-3.4
HMDB0111578,1.59,-3.4
HMDB0111579,1.59,-3.4
HMDB0111580,1.59,-3.4
HMDB0111581,1.59,-3.4
HMDB0111583,1.59,-3.4
HMDB0111584,1.59,-3.4
HMDB0111585,1.59,-3.4
HMDB0111586,1.59,-3.4
HMDB0111587,1.59,-3.4
HMDB0111588,1.59,-3.4
HMDB0111589,1.59,-3.4
HMDB0111590,1.59,-3.4
HMDB0111591,1.59,-3.4
HMDB0111592,1.59,-3.4
HMDB0111594,1.59,-3.4
HMDB0111595,1.59,-3.4
HMDB0111596,1.59,-3.4
HMDB0111597,1.59,-3.4
HMDB0111598,1.59,-3.4
HMDB0111599,1.59,-3.4
HMDB0111600,1.59,-3.4
HMDB0111601,1.59,-3.4
HMDB0111602,1.59,-3.4
HMDB0111604,1.59,-3.4
HMDB0111605,1.59,-3.4
HMDB0111606,1.59,-3.4
HMDB0111607,1.59,-3.4
HMDB0111608,1.59,-3.4
HMDB0111609,1.59,-3.4
HMDB0111610,1.59,-3.4
HMDB0111612,1.59,-3.4
HMDB0111613,1.59,-3.4
HMDB0111615,1.59,-3.4
HMDB0111616,1.59,-3.4
HMDB0111618,1.59,-3.4
HMDB0111619,1.59,-3.4
HMDB0111620,1.59,-3.4
HMDB0111621,1.59,-3.4
HMDB0111622,1.59,-3.4
HMDB0111623,1.59,-3.4
HMDB0111624,1.59,-3.4
HMDB0111625,1.59,-3.4
HMDB0111627,1.59,-3.4
HMDB0111628,1.59,-3.4
HMDB0111629,1.59,-3.4
HMDB0111630,1.59,-3.4
HMDB0111631,1.59,-3.4
HMDB0111632,1.59,-3.4
HMDB0111633,1.59,-3.4
HMDB0111634,1.59,-3.4
HMDB0111636,1.59,-3.4
HMDB0111638,1.59,-3.4
HMDB0111639,1.59,-3.4
HMDB0111640,1.59,-3.4
HMDB0111641,1.59,-3.4
HMDB0111642,1.59,-3.4
HMDB0111644,1.59,-3.4
HMDB0111645,1.59,-3.4
HMDB0111646,1.59,-3.4
HMDB0111647,1.59,-3.4
HMDB0111648,1.59,-3.4
HMDB0111649,1.59,-3.4
HMDB0111650,1.59,-3.4
HMDB0111651,1.59,-3.4
HMDB0111652,1.59,-3.4
HMDB0111653,1.59,-3.4
HMDB0111655,1.59,-3.4
HMDB0111656,1.59,-3.4
HMDB0111657,1.59,-3.4
HMDB0111658,1.59,-3.4
HMDB0111659,1.59,-3.4
HMDB0111660,1.59,-3.4
HMDB0111661,1.59,-3.4
HMDB0111663,1.59,-3.4
HMDB0111664,1.59,-3.4
HMDB0111665,1.59,-3.4
HMDB0111666,1.59,-3.4
HMDB0111668,1.59,-3.4
HMDB0111669,1.59,-3.4
HMDB0111670,1.59,-3.4
HMDB0111671,1.59,-3.4
HMDB0111672,1.59,-3.4
HMDB0111673,1.59,-3.4
HMDB0111674,1.59,-3.4
HMDB0111675,1.59,-3.4
HMDB0111676,1.59,-3.4
HMDB0111677,1.59,-3.4
HMDB0111678,1.59,-3.4
HMDB0111679,1.59,-3.4
HMDB0111681,1.59,-3.4
HMDB0111683,1.59,-3.4
HMDB0111684,1.59,-3.4
HMDB0111685,1.59,-3.4
HMDB0111686,1.59,-3.4
HMDB0111687,1.59,-3.4
HMDB0111690,1.59,-3.4
HMDB0111691,1.59,-3.4
HMDB0111692,1.59,-3.4
HMDB0111693,1.59,-3.4
HMDB0111694,1.59,-3.4
HMDB0111696,1.59,-3.4
HMDB0111697,1.59,-3.4
HMDB0111698,1.59,-3.4
HMDB0111699,1.59,-3.4
HMDB0111700,1.59,-3.4
HMDB0111701,1.59,-3.4
HMDB0111702,1.59,-3.4
HMDB0111703,1.59,-3.4
HMDB0111704,1.59,-3.4
HMDB0111706,1.59,-3.4
HMDB0111708,1.59,-3.4
HMDB0111709,1.59,-3.4
HMDB0111710,1.59,-3.4
HMDB0111711,1.59,-3.4
HMDB0111712,1.59,-3.4
HMDB0111713,1.59,-3.4
HMDB0111714,1.59,-3.4
HMDB0111715,1.59,-3.4
HMDB0111717,1.59,-3.4
HMDB0111718,1.59,-3.4
HMDB0111719,1.59,-3.4
HMDB0111720,1.59,-3.4
HMDB0111721,1.59,-3.4
HMDB0111722,1.59,-3.4
HMDB0111723,1.59,-3.4
HMDB0111725,1.59,-3.4
HMDB0111726,1.59,-3.4
HMDB0111727,1.59,-3.4
HMDB0111728,1.59,-3.4
HMDB0111730,1.59,-3.4
HMDB0111731,1.59,-3.4
HMDB0111732,1.59,-3.4
HMDB0111734,1.59,-3.4
HMDB0111735,1.59,-3.4
HMDB0111736,1.59,-3.4
HMDB0111737,1.59,-3.4
HMDB0111742,1.59,-3.4
HMDB0111743,1.59,-3.4
HMDB0111744,1.59,-3.4
HMDB0111745,1.59,-3.4
HMDB0111746,1.59,-3.4
HMDB0111747,1.59,-3.4
HMDB0111748,1.59,-3.4
HMDB0111749,1.59,-3.4
HMDB0111752,1.59,-3.4
HMDB0111753,1.59,-3.4
HMDB0111755,1.59,-3.4
HMDB0111756,1.59,-3.4
HMDB0111757,1.59,-3.4
HMDB0111758,1.59,-3.4
HMDB0111759,1.59,-3.4
HMDB0111760,1.59,-3.4
HMDB0111761,1.59,-3.4
HMDB0111762,1.59,-3.4
HMDB0111763,1.59,-3.4
HMDB0111764,1.59,-3.4
HMDB0111765,1.59,-3.4
HMDB0111766,1.59,-3.4
HMDB0111767,1.59,-3.4
HMDB0111768,1.59,-3.4
HMDB0111769,1.59,-3.4
HMDB0111770,1.59,-3.4
HMDB0111771,1.59,-3.4
HMDB0111772,1.59,-3.4
HMDB0111773,1.59,-3.4
HMDB0111774,1.59,-3.4
HMDB0111775,1.59,-3.4
HMDB0111776,1.59,-3.4
HMDB0111777,1.59,-3.4
HMDB0111778,1.59,-3.4
HMDB0111779,1.59,-3.4
HMDB0111780,1.59,-3.4
HMDB0111781,1.59,-3.4
HMDB0111782,1.59,-3.4
HMDB0111783,1.59,-3.4
HMDB0111784,1.59,-3.4
HMDB0111785,1.59,-3.4
HMDB0111786,1.59,-3.4
HMDB0111787,1.59,-3.4
HMDB0111788,1.59,-3.4
HMDB0111789,1.59,-3.4
HMDB0111790,1.59,-3.4
HMDB0111791,1.59,-3.4
HMDB0111792,1.59,-3.4
HMDB0111793,1.59,-3.4
HMDB0111794,1.59,-3.4
HMDB0111795,1.59,-3.4
HMDB0111796,1.59,-3.4
HMDB0111797,1.59,-3.4
HMDB0111798,1.59,-3.4
HMDB0111799,1.59,-3.4
HMDB0111800,1.59,-3.4
HMDB0111801,1.59,-3.4
HMDB0111802,1.59,-3.4
HMDB0111803,1.59,-3.4
HMDB0111804,1.59,-3.4
HMDB0111805,1.59,-3.4
HMDB0111806,1.59,-3.4
HMDB0111807,1.59,-3.4
HMDB0111808,1.59,-3.4
HMDB0111809,1.59,-3.4
HMDB0111810,1.59,-3.4
HMDB0111811,1.59,-3.4
HMDB0111812,1.59,-3.4
HMDB0111813,1.59,-3.4
HMDB0111814,1.59,-3.4
HMDB0111815,1.59,-3.4
HMDB0111817,1.59,-3.4
HMDB0111818,1.59,-3.4
HMDB0111819,1.59,-3.4
HMDB0111820,1.59,-3.4
HMDB0111821,1.59,-3.4
HMDB0111822,1.59,-3.4
HMDB0111823,1.59,-3.4
HMDB0111824,1.59,-3.4
HMDB0111826,1.59,-3.4
HMDB0111827,1.59,-3.4
HMDB0111828,1.59,-3.4
HMDB0111829,1.59,-3.4
HMDB0111830,1.59,-3.4
HMDB0111831,1.59,-3.4
HMDB0111832,1.59,-3.4
HMDB0111833,1.59,-3.4
HMDB0111834,1.59,-3.4
HMDB0111835,1.59,-3.4
HMDB0111836,1.59,-3.4
HMDB0111837,1.59,-3.4
HMDB0111838,1.59,-3.4
HMDB0111840,1.59,-3.4
HMDB0111842,1.59,-3.4
HMDB0111843,1.59,-3.4
HMDB0111844,1.59,-3.4
HMDB0111846,1.59,-3.4
HMDB0111849,1.59,-3.4
HMDB0111850,1.59,-3.4
HMDB0111852,1.59,-3.4
HMDB0111853,1.59,-3.4
HMDB0111855,1.59,-3.4
HMDB0111858,1.59,-3.4
HMDB0111859,1.59,-3.4
HMDB0111860,1.59,-3.4
HMDB0111861,1.59,-3.4
HMDB0111862,1.59,-3.4
HMDB0111863,1.59,-3.4
HMDB0111864,1.59,-3.4
HMDB0111865,1.59,-3.4
HMDB0111866,1.59,-3.4
HMDB0111867,1.59,-3.4
HMDB0111868,1.59,-3.4
HMDB0111869,1.59,-3.4
HMDB0111870,1.59,-3.4
HMDB0111871,1.59,-3.4
HMDB0111872,1.59,-3.4
HMDB0111873,1.59,-3.4
HMDB0111874,1.59,-3.4
HMDB0111875,1.59,-3.4
HMDB0111876,1.59,-3.4
HMDB0111877,1.59,-3.4
HMDB0111878,1.59,-3.4
HMDB0111879,1.59,-3.4
HMDB0111880,1.59,-3.4
HMDB0111881,1.59,-3.4
HMDB0111882,1.59,-3.4
HMDB0111883,1.59,-3.4
HMDB0111884,1.59,-3.4
HMDB0111885,1.59,-3.4
HMDB0111886,1.59,-3.4
HMDB0111887,1.59,-3.4
HMDB0111888,1.59,-3.4
HMDB0111889,1.59,-3.4
HMDB0111890,1.59,-3.4
HMDB0111891,1.59,-3.4
HMDB0111892,1.59,-3.4
HMDB0111893,1.59,-3.4
HMDB0111894,1.59,-3.4
HMDB0111895,1.59,-3.4
HMDB0111896,1.59,-3.4
HMDB0111897,1.59,-3.4
HMDB0111898,1.59,-3.4
HMDB0111899,1.59,-3.4
HMDB0111900,1.59,-3.4
HMDB0111901,1.59,-3.4
HMDB0111902,1.59,-3.4
HMDB0111903,1.59,-3.4
HMDB0111904,1.59,-3.4
HMDB0111905,1.59,-3.4
HMDB0111906,1.59,-3.4
HMDB0111907,1.59,-3.4
HMDB0111908,1.59,-3.4
HMDB0111909,1.59,-3.4
HMDB0111910,1.59,-3.4
HMDB0111911,1.59,-3.4
HMDB0111912,1.59,-3.4
HMDB0111913,1.59,-3.4
HMDB0111914,1.59,-3.4
HMDB0111915,1.59,-3.4
HMDB0111916,1.59,-3.4
HMDB0111917,1.59,-3.4
HMDB0111918,1.59,-3.4
HMDB0111919,1.59,-3.4
HMDB0111923,1.59,-3.4
HMDB0111924,1.59,-3.4
HMDB0111928,1.59,-3.4
HMDB0111929,1.59,-3.4
HMDB0111930,1.59,-3.4
HMDB0111931,1.59,-3.4
HMDB0111932,1.59,-3.4
HMDB0111933,1.59,-3.4
HMDB0111934,1.59,-3.4
HMDB0111935,1.59,-3.4
HMDB0111936,1.59,-3.4
HMDB0111937,1.59,-3.4
HMDB0111938,1.59,-3.4
HMDB0111939,1.59,-3.4
HMDB0111940,1.59,-3.4
HMDB0111941,1.59,-3.4
HMDB0111942,1.59,-3.4
HMDB0111943,1.59,-3.4
HMDB0111944,1.59,-3.4
HMDB0111945,1.59,-3.4
HMDB0111946,1.59,-3.4
HMDB0111947,1.59,-3.4
HMDB0111948,1.59,-3.4
HMDB0111949,1.59,-3.4
HMDB0111950,1.59,-3.4
HMDB0111951,1.59,-3.4
HMDB0111952,1.59,-3.4
