iter	Logloss
0	0.6445615123
1	0.5956463145
2	0.5482032896
3	0.507142536
4	0.477344543
5	0.443474925
6	0.408299399
7	0.3805312835
8	0.3536570832
9	0.3292103086
10	0.3048148627
11	0.2835289078
12	0.2652975999
13	0.2507787306
14	0.2335025207
15	0.2176572244
16	0.2031302126
17	0.191024455
18	0.1788203243
19	0.1681980683
20	0.1582230242
21	0.1482752123
22	0.1382561354
23	0.1304265522
24	0.1226428651
25	0.116317653
26	0.1093782916
27	0.1036135777
28	0.09813225659
29	0.09442342985
30	0.0901301002
31	0.08528198121
32	0.08085087319
33	0.07660038617
34	0.07285793145
35	0.06926692575
36	0.06669625728
37	0.06380683828
38	0.0615033813
39	0.05908287143
40	0.05644751849
41	0.05446327727
42	0.05213445236
43	0.05039396818
44	0.04869882436
45	0.04744339506
46	0.04616660375
47	0.04487057925
48	0.04351411428
49	0.04237211325
50	0.04094784498
51	0.03978096203
52	0.03867883618
53	0.03764866118
54	0.0366907794
55	0.03565155311
56	0.03499610305
57	0.03421204322
58	0.03332752777
59	0.03260208774
60	0.03186422834
61	0.03112854859
62	0.03054729317
63	0.02991332716
64	0.02924365744
65	0.02869211587
66	0.02820524971
67	0.0275881239
68	0.0271790227
69	0.02666398295
70	0.02630809484
71	0.02577734687
72	0.02534128774
73	0.02502905503
74	0.02466032875
75	0.02429769978
76	0.0239536275
77	0.0237385697
78	0.02347135848
79	0.02313954408
80	0.02289089358
81	0.02260738457
82	0.0222129347
83	0.02186014669
84	0.02160629487
85	0.02134142858
86	0.02109845334
87	0.02075333536
88	0.0205304519
89	0.02037903517
90	0.02012815423
91	0.01997784091
92	0.01981800203
93	0.01968800854
94	0.01943434603
95	0.01921784148
96	0.01897373107
97	0.01886980325
98	0.01868457814
99	0.01854702809
100	0.01835303423
101	0.01820788543
102	0.01800433002
103	0.01784757011
104	0.0177232192
105	0.01757956675
106	0.01747450031
107	0.01730680038
108	0.01723020424
109	0.01704903634
110	0.01693786099
111	0.01686675431
112	0.01678824498
113	0.01660843154
114	0.016492357
115	0.01637744377
116	0.01626373735
117	0.01611197098
118	0.01595473959
119	0.01583617513
120	0.01570985736
121	0.01561108116
122	0.0154926054
123	0.01543788377
124	0.01530850249
125	0.01519598189
126	0.01515514655
127	0.01505405366
128	0.01495188365
129	0.01487691722
130	0.01478813143
131	0.01468429225
132	0.01457889707
133	0.0145068656
134	0.01446904714
135	0.01441841854
136	0.01439173757
137	0.0143020601
138	0.01423766899
139	0.01419526332
140	0.01412335649
141	0.01402505318
142	0.01396023047
143	0.01390008514
144	0.0138645957
145	0.01379633729
146	0.01371617586
147	0.01368573948
148	0.01359769013
149	0.01350638361
150	0.01343539836
151	0.01336853477
152	0.01328944306
153	0.01318394055
154	0.01314540327
155	0.01312154221
156	0.01307760221
157	0.0130427877
158	0.01298978141
159	0.01291337687
160	0.01285227284
161	0.01281362546
162	0.01275277436
163	0.01272645599
164	0.01266159604
165	0.01263433374
166	0.01261972334
167	0.01258208416
168	0.01249895892
169	0.01243971312
170	0.01238509647
171	0.01233077293
172	0.01226997586
173	0.01221307114
174	0.01217192989
175	0.01211295069
176	0.01206427908
177	0.01199127993
178	0.01194420215
179	0.01190120735
180	0.01184762541
181	0.01182050449
182	0.01175880251
183	0.01172195829
184	0.01166898807
185	0.01165724552
186	0.0115959494
187	0.01154866045
188	0.0114911069
189	0.01142777078
190	0.01139421127
191	0.01135650883
192	0.01133385169
193	0.01131017992
194	0.01128287618
195	0.01126548585
196	0.01122264259
197	0.01117903975
198	0.01116920505
199	0.01112224589
200	0.01109108703
201	0.01105525649
202	0.0110326005
203	0.01099562269
204	0.0109711649
205	0.01093354034
206	0.01090564147
207	0.0108487162
208	0.0108042731
209	0.01075078977
210	0.01073168985
211	0.01068568132
212	0.01065577685
213	0.01063959221
214	0.01062120704
215	0.01057462827
216	0.01052477941
217	0.01049715233
218	0.01044389073
219	0.01042429799
220	0.01039392028
221	0.01036371382
222	0.01033175537
223	0.01031875459
224	0.01028694615
225	0.01026549689
226	0.01024199903
227	0.01019320018
228	0.01015079355
229	0.01013159483
230	0.0101021303
231	0.01006083207
232	0.01002424554
233	0.009978024224
234	0.00994062086
235	0.009897190181
236	0.009875054303
237	0.009840867629
238	0.009824934988
239	0.00980717581
240	0.009774964092
241	0.00976600465
242	0.009753345541
243	0.009733452915
244	0.009713482013
245	0.009669722162
246	0.009643607142
247	0.009597951686
248	0.009575552363
249	0.009557592759
250	0.00951479614
251	0.009490278428
252	0.009463703806
253	0.009415865099
254	0.009381781233
255	0.009356047773
256	0.009317304213
257	0.009271194204
258	0.009227254536
259	0.009204621251
260	0.009180470428
261	0.009146863686
262	0.009113881697
263	0.009092999138
264	0.009071843375
265	0.009043885137
266	0.009019304917
267	0.008999372771
268	0.008972898884
269	0.008960446688
270	0.008946907249
271	0.008916076031
272	0.00889706846
273	0.008868158955
274	0.008841303312
275	0.00882751249
276	0.008802637513
277	0.008755908976
278	0.008741167966
279	0.008714278058
280	0.008692112459
281	0.008670009972
282	0.008643826376
283	0.008617039125
284	0.008595462883
285	0.008561889188
286	0.00854169545
287	0.008529845062
288	0.008511140039
289	0.008498154354
290	0.008469709355
291	0.008441308113
292	0.008417377838
293	0.008398100447
294	0.008371514739
295	0.008359955927
296	0.008347216429
297	0.008326697722
298	0.008300612634
299	0.008282124849
300	0.008243906101
301	0.008188535795
302	0.008163764144
303	0.008151115028
304	0.008133063553
305	0.008119253922
306	0.008079598388
307	0.008066125061
308	0.008052065638
309	0.008032071817
310	0.00799858342
311	0.007974801966
312	0.007958642282
313	0.00794824422
314	0.007934119341
315	0.007904679867
316	0.007869689127
317	0.007849217182
318	0.007831317086
319	0.007824202048
320	0.007794611415
321	0.007779917476
322	0.007765709541
323	0.00774417207
324	0.007724072253
325	0.007717636956
326	0.007703642173
327	0.007682261831
328	0.007666283399
329	0.007637474174
330	0.007612645952
331	0.007590639075
332	0.007564772158
333	0.00754766947
334	0.007530204016
335	0.007518964212
336	0.00750183349
337	0.007488800191
338	0.007460533252
339	0.007446778038
340	0.00743671822
341	0.007424471961
342	0.007410385729
343	0.00739819611
344	0.007390549272
345	0.007380036545
346	0.007359330126
347	0.007348195886
348	0.007304586997
349	0.007277994372
350	0.00726640769
351	0.007239565778
352	0.007227793444
353	0.007214094772
354	0.007198370721
355	0.007171851091
356	0.007157091648
357	0.007131667788
358	0.00711623844
359	0.007097421209
360	0.007074112339
361	0.007055365526
362	0.00703302244
363	0.006998815154
364	0.006988622034
365	0.006970492144
366	0.006952088818
367	0.006941442203
368	0.006932413317
369	0.006909755635
370	0.00689107249
371	0.006881275244
372	0.006868305115
373	0.006856952266
374	0.006825406338
375	0.006815206738
376	0.006800862601
377	0.006791988738
378	0.006775216169
379	0.006767962105
380	0.006753414906
381	0.006742085077
382	0.006724625689
383	0.006708192898
384	0.006695393266
385	0.006679460263
386	0.006661952743
387	0.006637871654
388	0.006620563708
389	0.006606498837
390	0.006582378913
391	0.00656330847
392	0.006555022027
393	0.006531796802
394	0.006520279702
395	0.006502470704
396	0.00648945825
397	0.006473014474
398	0.006450994493
399	0.006434927953
400	0.006416813234
401	0.006409472879
402	0.006395230372
403	0.006376216771
404	0.00636120262
405	0.00634914554
406	0.006333743432
407	0.006325626588
408	0.006318311406
409	0.00630122763
410	0.006276567071
411	0.006263752216
412	0.006256311188
413	0.006248838518
414	0.006241055215
415	0.006228863767
416	0.006216295138
417	0.006205887868
418	0.006195668423
419	0.006175119716
420	0.006158762003
421	0.006149352575
422	0.006149350479
423	0.006139430599
424	0.006126349042
425	0.006119150777
426	0.006097548199
427	0.00608603607
428	0.006075032913
429	0.006063245806
430	0.006049720737
431	0.006039063172
432	0.006023218589
433	0.006023217635
434	0.00600956939
435	0.006001774263
436	0.00599036214
437	0.005967559901
438	0.005958486247
439	0.005950804664
440	0.005922265711
441	0.005913073926
442	0.00589844036
443	0.005889377688
444	0.005880110595
445	0.00587131742
446	0.005853954891
447	0.005841981862
448	0.005831168336
449	0.005818910574
450	0.005809343325
451	0.005780002317
452	0.005772085672
453	0.005772082345
454	0.005762039867
455	0.005751852605
456	0.005743929848
457	0.005733028075
458	0.005719285906
459	0.005707784629
460	0.005684135898
461	0.005678236756
462	0.005669224893
463	0.005669222937
464	0.005654320422
465	0.005649247596
466	0.005639165698
467	0.005630159432
468	0.005612367566
469	0.005601213571
470	0.005593125604
471	0.005583419803
472	0.005583409759
473	0.005570618859
474	0.005551044802
475	0.005543662984
476	0.005533960108
477	0.005533959005
478	0.005523595367
479	0.005523591991
480	0.005509766523
481	0.005496813786
482	0.005474831974
483	0.005466442612
484	0.00545775462
485	0.005450260444
486	0.005436355569
487	0.005415835631
488	0.005399629201
489	0.005386062397
490	0.005360135593
491	0.005350876993
492	0.005346642643
493	0.005346636841
494	0.005324514129
495	0.005315462085
496	0.005309036365
497	0.005302600574
498	0.005302593343
499	0.005302589712
500	0.005294890129
501	0.005289047564
502	0.005276512103
503	0.005253899476
504	0.005242712464
505	0.00524261064
506	0.005242603296
507	0.005233416772
508	0.005226104304
509	0.005220201573
510	0.005213577665
511	0.005213568568
512	0.005213561827
513	0.005209483969
514	0.005209469663
515	0.005199510585
516	0.00518135346
517	0.0051735713
518	0.005166998377
519	0.005160137856
520	0.005160135372
521	0.00516013415
522	0.005147024101
523	0.005146956026
524	0.00513533953
525	0.005134698523
526	0.005126809657
527	0.005116359153
528	0.005108864404
529	0.005108836219
530	0.005106040174
531	0.005097695163
532	0.005094236803
533	0.005087551589
534	0.005087542348
535	0.005079973249
536	0.005079963449
537	0.005079957197
538	0.005067843409
539	0.005059417313
540	0.005059414625
541	0.005059414625
542	0.0050471484
543	0.005047144706
544	0.005043790591
545	0.005037227187
546	0.005029625925
547	0.005025068606
548	0.005024504507
549	0.005016242565
550	0.005016211441
551	0.00501619891
552	0.005005632188
553	0.005005628375
554	0.004999189824
555	0.004999183266
556	0.004993389056
557	0.00498631206
558	0.004986305183
559	0.004978932808
560	0.004978919405
561	0.004978912263
562	0.004978908513
563	0.004976524508
564	0.004956606956
565	0.004951895233
566	0.004951892089
567	0.00494873322
568	0.004948614203
569	0.004942329064
570	0.004936185912
571	0.004936182868
572	0.004925957226
573	0.00492592797
574	0.00491512334
575	0.004908773538
576	0.004902133071
577	0.004902132329
578	0.004902129452
579	0.004899613349
580	0.004887692117
581	0.004878053593
582	0.00486953581
583	0.004869521712
584	0.004857183052
585	0.004841197522
586	0.004834235868
587	0.004828352766
588	0.004828352766
589	0.004821661749
590	0.004815257065
591	0.00481525242
592	0.004815249865
593	0.00480955519
594	0.00480955264
595	0.00480955124
596	0.004809545654
597	0.004809534917
598	0.004809523352
599	0.004809512191
600	0.004809509397
601	0.0048095066
602	0.00480950101
603	0.004809431796
604	0.004809419355
605	0.004796527109
606	0.004796526406
607	0.004796520775
608	0.004796477446
609	0.00478697013
610	0.004775120309
611	0.004775116672
612	0.004775105688
613	0.004775094854
614	0.004775089652
615	0.00477507879
616	0.004775075411
617	0.004775075411
618	0.004761541201
619	0.004761530281
620	0.004761519394
621	0.004761516665
