hmdb_primary,kegg_id
HMDB0117751,NA
HMDB0117752,NA
HMDB0117753,NA
HMDB0117754,NA
HMDB0117755,NA
HMDB0117756,NA
HMDB0117757,NA
HMDB0117758,NA
HMDB0117759,NA
HMDB0117760,NA
HMDB0117761,NA
HMDB0117762,NA
HMDB0117763,NA
HMDB0117764,NA
HMDB0117765,NA
HMDB0117766,NA
HMDB0117767,NA
HMDB0117768,NA
HMDB0117769,NA
HMDB0117770,NA
HMDB0117771,NA
HMDB0117772,NA
HMDB0117773,NA
HMDB0117774,NA
HMDB0117775,NA
HMDB0117776,NA
HMDB0117777,NA
HMDB0117778,NA
HMDB0117779,NA
HMDB0117780,NA
HMDB0117781,NA
HMDB0117782,NA
HMDB0117783,NA
HMDB0117784,NA
HMDB0117785,NA
HMDB0117786,NA
HMDB0117787,NA
HMDB0117788,NA
HMDB0117789,NA
HMDB0117790,NA
HMDB0117791,NA
HMDB0117792,NA
HMDB0117793,NA
HMDB0117794,NA
HMDB0117795,NA
HMDB0117796,NA
HMDB0117797,NA
HMDB0117798,NA
HMDB0117799,NA
HMDB0117800,NA
HMDB0117801,NA
HMDB0117802,NA
HMDB0117803,NA
HMDB0117804,NA
HMDB0117805,NA
HMDB0117806,NA
HMDB0117807,NA
HMDB0117808,NA
HMDB0117809,NA
HMDB0117810,NA
HMDB0117811,NA
HMDB0117812,NA
HMDB0117813,NA
HMDB0117814,NA
HMDB0117815,NA
HMDB0117816,NA
HMDB0117817,NA
HMDB0117818,NA
HMDB0117819,NA
HMDB0117820,NA
HMDB0117821,NA
HMDB0117822,NA
HMDB0117823,NA
HMDB0117824,NA
HMDB0117825,NA
HMDB0117826,NA
HMDB0117827,NA
HMDB0117828,NA
HMDB0117829,NA
HMDB0117830,NA
HMDB0117831,NA
HMDB0117832,NA
HMDB0117833,NA
HMDB0117834,NA
HMDB0117835,NA
HMDB0117836,NA
HMDB0117837,NA
HMDB0117838,NA
HMDB0117839,NA
HMDB0117840,NA
HMDB0117841,NA
HMDB0117842,NA
HMDB0117843,NA
HMDB0117844,NA
HMDB0117845,NA
HMDB0117846,NA
HMDB0117847,NA
HMDB0117848,NA
HMDB0117849,NA
HMDB0117850,NA
HMDB0117851,NA
HMDB0117852,NA
HMDB0117853,NA
HMDB0117854,NA
HMDB0117855,NA
HMDB0117856,NA
HMDB0117857,NA
HMDB0117858,NA
HMDB0117859,NA
HMDB0117860,NA
HMDB0117861,NA
HMDB0117862,NA
HMDB0117863,NA
HMDB0117864,NA
HMDB0117865,NA
HMDB0117866,NA
HMDB0117867,NA
HMDB0117868,NA
HMDB0117869,NA
HMDB0117870,NA
HMDB0117871,NA
HMDB0117872,NA
HMDB0117873,NA
HMDB0117874,NA
HMDB0117875,NA
HMDB0117876,NA
HMDB0117877,NA
HMDB0117878,NA
HMDB0117879,NA
HMDB0117880,NA
HMDB0117881,NA
HMDB0117882,NA
HMDB0117883,NA
HMDB0117884,NA
HMDB0117885,NA
HMDB0117886,NA
HMDB0117887,NA
HMDB0117888,NA
HMDB0117889,NA
HMDB0117890,NA
HMDB0117891,NA
HMDB0117892,NA
HMDB0117893,NA
HMDB0117894,NA
HMDB0117895,NA
HMDB0117896,NA
HMDB0117897,NA
HMDB0117898,NA
HMDB0117899,NA
HMDB0117900,NA
HMDB0117901,NA
HMDB0117902,NA
HMDB0117903,NA
HMDB0117904,NA
HMDB0117905,NA
HMDB0117906,NA
HMDB0117907,NA
HMDB0117908,NA
HMDB0117909,NA
HMDB0117910,NA
HMDB0117911,NA
HMDB0117912,NA
HMDB0117913,NA
HMDB0117914,NA
HMDB0117915,NA
HMDB0117916,NA
HMDB0117917,NA
HMDB0117918,NA
HMDB0117919,NA
HMDB0117920,NA
HMDB0117921,NA
HMDB0117922,NA
HMDB0117923,NA
HMDB0117924,NA
HMDB0117925,NA
HMDB0117926,NA
HMDB0117927,NA
HMDB0117928,NA
HMDB0117929,NA
HMDB0117930,NA
HMDB0117931,NA
HMDB0117932,NA
HMDB0117933,NA
HMDB0117934,NA
HMDB0117935,NA
HMDB0117936,NA
HMDB0117937,NA
HMDB0117938,NA
HMDB0117939,NA
HMDB0117940,NA
HMDB0117941,NA
HMDB0117942,NA
HMDB0117943,NA
HMDB0117944,NA
HMDB0117945,NA
HMDB0117946,NA
HMDB0117947,NA
HMDB0117948,NA
HMDB0117949,NA
HMDB0117950,NA
HMDB0117951,NA
HMDB0117952,NA
HMDB0117953,NA
HMDB0117954,NA
HMDB0117955,NA
HMDB0117956,NA
HMDB0117957,NA
HMDB0117958,NA
HMDB0117959,NA
HMDB0117960,NA
HMDB0117961,NA
HMDB0117962,NA
HMDB0117963,NA
HMDB0117964,NA
HMDB0117965,NA
HMDB0117966,NA
HMDB0117967,NA
HMDB0117968,NA
HMDB0117969,NA
HMDB0117970,NA
HMDB0117971,NA
HMDB0117972,NA
HMDB0117973,NA
HMDB0117974,NA
HMDB0117975,NA
HMDB0117976,NA
HMDB0117977,NA
HMDB0117978,NA
HMDB0117979,NA
HMDB0117980,NA
HMDB0117981,NA
HMDB0117982,NA
HMDB0117983,NA
HMDB0117984,NA
HMDB0117985,NA
HMDB0117986,NA
HMDB0117987,NA
HMDB0117988,NA
HMDB0117989,NA
HMDB0117990,NA
HMDB0117991,NA
HMDB0117992,NA
HMDB0117993,NA
HMDB0117994,NA
HMDB0117995,NA
HMDB0117996,NA
HMDB0117997,NA
HMDB0117998,NA
HMDB0117999,NA
HMDB0118000,NA
HMDB0118001,NA
HMDB0118002,NA
HMDB0118003,NA
HMDB0118004,NA
HMDB0118005,NA
HMDB0118006,NA
HMDB0118007,NA
HMDB0118008,NA
HMDB0118009,NA
HMDB0118010,NA
HMDB0118011,NA
HMDB0118012,NA
HMDB0118013,NA
HMDB0118014,NA
HMDB0118015,NA
HMDB0118016,NA
HMDB0118017,NA
HMDB0118018,NA
HMDB0118019,NA
HMDB0118020,NA
HMDB0118021,NA
HMDB0118022,NA
HMDB0118023,NA
HMDB0118024,NA
HMDB0118025,NA
HMDB0118026,NA
HMDB0118027,NA
HMDB0118028,NA
HMDB0118029,NA
HMDB0118030,NA
HMDB0118031,NA
HMDB0118032,NA
HMDB0118033,NA
HMDB0118034,NA
HMDB0118035,NA
HMDB0118036,NA
HMDB0118037,NA
HMDB0118038,NA
HMDB0118039,NA
HMDB0118040,NA
HMDB0118041,NA
HMDB0118042,NA
HMDB0118043,NA
HMDB0118044,NA
HMDB0118045,NA
HMDB0118046,NA
HMDB0118047,NA
HMDB0118048,NA
HMDB0118049,NA
HMDB0118050,NA
HMDB0118051,NA
HMDB0118052,NA
HMDB0118053,NA
HMDB0118054,NA
HMDB0118055,NA
HMDB0118056,NA
HMDB0118057,NA
HMDB0118058,NA
HMDB0118059,NA
HMDB0118060,NA
HMDB0118061,NA
HMDB0118062,NA
HMDB0118063,NA
HMDB0118064,NA
HMDB0118065,NA
HMDB0118066,NA
HMDB0118067,NA
HMDB0118068,NA
HMDB0118069,NA
HMDB0118070,NA
HMDB0118071,NA
HMDB0118072,NA
HMDB0118073,NA
HMDB0118074,NA
HMDB0118075,NA
HMDB0118076,NA
HMDB0118077,NA
HMDB0118078,NA
HMDB0118079,NA
HMDB0118080,NA
HMDB0118081,NA
HMDB0118082,NA
HMDB0118083,NA
HMDB0118084,NA
HMDB0118085,NA
HMDB0118086,NA
HMDB0118087,NA
HMDB0118088,NA
HMDB0118089,NA
HMDB0118090,NA
HMDB0118091,NA
HMDB0118092,NA
HMDB0118093,NA
HMDB0118094,NA
HMDB0118095,NA
HMDB0118096,NA
HMDB0118097,NA
HMDB0118098,NA
HMDB0118099,NA
HMDB0118100,NA
HMDB0118101,NA
HMDB0118102,NA
HMDB0118103,NA
HMDB0118104,NA
HMDB0118105,NA
HMDB0118106,NA
HMDB0118107,NA
HMDB0118108,NA
HMDB0118109,NA
HMDB0118110,NA
HMDB0118111,NA
HMDB0118112,NA
HMDB0118113,NA
HMDB0118114,NA
HMDB0118115,NA
HMDB0118116,NA
HMDB0118117,NA
HMDB0118118,NA
HMDB0118119,NA
HMDB0118120,NA
HMDB0118121,NA
HMDB0118122,NA
HMDB0118123,NA
HMDB0118124,NA
HMDB0118125,NA
HMDB0118126,NA
HMDB0118127,NA
HMDB0118128,NA
HMDB0118129,NA
HMDB0118130,NA
HMDB0118131,NA
HMDB0118132,NA
HMDB0118133,NA
HMDB0118134,NA
HMDB0118135,NA
HMDB0118136,NA
HMDB0118137,NA
HMDB0118138,NA
HMDB0118139,NA
HMDB0118140,NA
HMDB0118141,NA
HMDB0118142,NA
HMDB0118143,NA
HMDB0118144,NA
HMDB0118145,NA
HMDB0118146,NA
HMDB0118147,NA
HMDB0118148,NA
HMDB0118149,NA
HMDB0118150,NA
HMDB0118151,NA
HMDB0118152,NA
HMDB0118153,NA
HMDB0118154,NA
HMDB0118155,NA
HMDB0118156,NA
HMDB0118157,NA
HMDB0118158,NA
HMDB0118159,NA
HMDB0118160,NA
HMDB0118161,NA
HMDB0118162,NA
HMDB0118163,NA
HMDB0118164,NA
HMDB0118165,NA
HMDB0118166,NA
HMDB0118167,NA
HMDB0118168,NA
HMDB0118169,NA
HMDB0118170,NA
HMDB0118171,NA
HMDB0118172,NA
HMDB0118173,NA
HMDB0118174,NA
HMDB0118175,NA
HMDB0118176,NA
HMDB0118177,NA
HMDB0118178,NA
HMDB0118179,NA
HMDB0118180,NA
HMDB0118181,NA
HMDB0118182,NA
HMDB0118183,NA
HMDB0118184,NA
HMDB0118185,NA
HMDB0118186,NA
HMDB0118187,NA
HMDB0118188,NA
HMDB0118189,NA
HMDB0118190,NA
HMDB0118191,NA
HMDB0118192,NA
HMDB0118193,NA
HMDB0118194,NA
HMDB0118195,NA
HMDB0118196,NA
HMDB0118197,NA
HMDB0118198,NA
HMDB0118199,NA
HMDB0118200,NA
HMDB0118201,NA
HMDB0118202,NA
HMDB0118203,NA
HMDB0118204,NA
HMDB0118205,NA
HMDB0118206,NA
HMDB0118207,NA
HMDB0118208,NA
HMDB0118209,NA
HMDB0118210,NA
HMDB0118211,NA
HMDB0118212,NA
HMDB0118213,NA
HMDB0118214,NA
HMDB0118215,NA
HMDB0118216,NA
HMDB0118217,NA
HMDB0118218,NA
HMDB0118219,NA
HMDB0118220,NA
HMDB0118221,NA
HMDB0118222,NA
HMDB0118223,NA
HMDB0118224,NA
HMDB0118225,NA
HMDB0118226,NA
HMDB0118227,NA
HMDB0118228,NA
HMDB0118229,NA
HMDB0118230,NA
HMDB0118231,NA
HMDB0118232,NA
HMDB0118233,NA
HMDB0118234,NA
HMDB0118235,NA
HMDB0118236,NA
HMDB0118237,NA
HMDB0118238,NA
HMDB0118239,NA
HMDB0118240,NA
HMDB0118241,NA
HMDB0118242,NA
HMDB0118243,NA
HMDB0118244,NA
HMDB0118245,NA
HMDB0118246,NA
HMDB0118247,NA
HMDB0118248,NA
HMDB0118249,NA
HMDB0118250,NA
HMDB0118251,NA
HMDB0118252,NA
HMDB0118253,NA
HMDB0118254,NA
HMDB0118255,NA
HMDB0118256,NA
HMDB0118257,NA
HMDB0118258,NA
HMDB0118259,NA
HMDB0118260,NA
HMDB0118261,NA
HMDB0118262,NA
HMDB0118263,NA
HMDB0118264,NA
HMDB0118265,NA
HMDB0118266,NA
HMDB0118267,NA
HMDB0118268,NA
HMDB0118269,NA
HMDB0118270,NA
HMDB0118271,NA
HMDB0118272,NA
HMDB0118273,NA
HMDB0118274,NA
HMDB0118275,NA
HMDB0118276,NA
HMDB0118277,NA
HMDB0118278,NA
HMDB0118279,NA
HMDB0118280,NA
HMDB0118281,NA
HMDB0118282,NA
HMDB0118283,NA
HMDB0118284,NA
HMDB0118285,NA
HMDB0118286,NA
HMDB0118287,NA
HMDB0118288,NA
HMDB0118289,NA
HMDB0118290,NA
HMDB0118291,NA
HMDB0118292,NA
HMDB0118293,NA
HMDB0118294,NA
HMDB0118295,NA
HMDB0118296,NA
HMDB0118297,NA
HMDB0118298,NA
HMDB0118299,NA
HMDB0118300,NA
HMDB0118301,NA
HMDB0118302,NA
HMDB0118303,NA
HMDB0118304,NA
HMDB0118305,NA
HMDB0118306,NA
HMDB0118307,NA
HMDB0118308,NA
HMDB0118309,NA
HMDB0118310,NA
HMDB0118311,NA
HMDB0118312,NA
HMDB0118313,NA
HMDB0118314,NA
HMDB0118315,NA
HMDB0118316,NA
HMDB0118317,NA
HMDB0118318,NA
HMDB0118319,NA
HMDB0118320,NA
HMDB0118321,NA
HMDB0118322,NA
HMDB0118323,NA
HMDB0118324,NA
HMDB0118325,NA
HMDB0118326,NA
HMDB0118327,NA
HMDB0118328,NA
HMDB0118329,NA
HMDB0118330,NA
HMDB0118331,NA
HMDB0118332,NA
HMDB0118333,NA
HMDB0118334,NA
HMDB0118335,NA
HMDB0118336,NA
HMDB0118337,NA
HMDB0118338,NA
HMDB0118339,NA
HMDB0118340,NA
HMDB0118341,NA
HMDB0118342,NA
HMDB0118343,NA
HMDB0118344,NA
HMDB0118345,NA
HMDB0118346,NA
HMDB0118347,NA
HMDB0118348,NA
HMDB0118349,NA
HMDB0118350,NA
HMDB0118351,NA
HMDB0118352,NA
HMDB0118353,NA
HMDB0118354,NA
HMDB0118355,NA
HMDB0118356,NA
HMDB0118357,NA
HMDB0118358,NA
HMDB0118359,NA
HMDB0118360,NA
HMDB0118361,NA
HMDB0118362,NA
HMDB0118363,NA
HMDB0118364,NA
HMDB0118365,NA
HMDB0118366,NA
HMDB0118367,NA
HMDB0118368,NA
HMDB0118369,NA
HMDB0118370,NA
HMDB0118371,NA
HMDB0118372,NA
HMDB0118373,NA
HMDB0118374,NA
HMDB0118375,NA
HMDB0118376,NA
HMDB0118377,NA
HMDB0118378,NA
HMDB0118379,NA
HMDB0118380,NA
HMDB0118381,NA
HMDB0118382,NA
HMDB0118383,NA
HMDB0118384,NA
HMDB0118385,NA
HMDB0118386,NA
HMDB0118387,NA
HMDB0118388,NA
HMDB0118389,NA
HMDB0118390,NA
HMDB0118391,NA
HMDB0118392,NA
HMDB0118393,NA
HMDB0118394,NA
HMDB0118395,NA
HMDB0118396,NA
HMDB0118397,NA
HMDB0118398,NA
HMDB0118399,NA
HMDB0118400,NA
HMDB0118401,NA
HMDB0118402,NA
HMDB0118403,NA
HMDB0118404,NA
HMDB0118405,NA
HMDB0118406,NA
HMDB0118407,NA
HMDB0118408,NA
HMDB0118409,NA
HMDB0118410,NA
HMDB0118411,NA
HMDB0118412,NA
HMDB0118413,NA
HMDB0118414,NA
HMDB0118415,NA
HMDB0118416,NA
HMDB0118417,NA
HMDB0118418,NA
HMDB0118419,NA
HMDB0118420,NA
HMDB0118421,NA
HMDB0118422,NA
HMDB0118423,NA
HMDB0118424,NA
HMDB0118425,NA
HMDB0118426,NA
HMDB0118427,NA
HMDB0118428,NA
HMDB0118429,NA
HMDB0118430,NA
HMDB0118431,NA
HMDB0118432,NA
HMDB0118433,NA
HMDB0118434,NA
HMDB0118435,NA
HMDB0118436,NA
HMDB0118437,NA
HMDB0118438,NA
HMDB0118439,NA
HMDB0118440,NA
HMDB0118441,NA
HMDB0118442,NA
HMDB0118443,NA
HMDB0118444,NA
HMDB0118445,NA
HMDB0118446,NA
HMDB0118447,NA
HMDB0118448,NA
HMDB0118449,NA
HMDB0118450,NA
HMDB0118451,NA
HMDB0118452,NA
HMDB0118453,NA
HMDB0118454,NA
HMDB0118455,NA
HMDB0118456,NA
HMDB0118457,NA
HMDB0118458,NA
HMDB0118459,NA
HMDB0118460,NA
HMDB0118461,NA
HMDB0118462,NA
HMDB0118463,NA
HMDB0118464,NA
HMDB0118465,NA
HMDB0118466,NA
HMDB0118467,NA
HMDB0118468,NA
HMDB0118469,NA
HMDB0118470,NA
HMDB0118471,NA
HMDB0118472,NA
HMDB0118473,NA
HMDB0118474,NA
HMDB0118475,NA
HMDB0118476,NA
HMDB0118477,NA
HMDB0118478,NA
HMDB0118479,NA
HMDB0118480,NA
HMDB0118481,NA
HMDB0118482,NA
HMDB0118483,NA
HMDB0118484,NA
HMDB0118485,NA
HMDB0118486,NA
HMDB0118487,NA
HMDB0118488,NA
HMDB0118489,NA
HMDB0118490,NA
HMDB0118491,NA
HMDB0118492,NA
HMDB0118493,NA
HMDB0118494,NA
HMDB0118495,NA
HMDB0118496,NA
HMDB0118497,NA
HMDB0118498,NA
HMDB0118499,NA
HMDB0118500,NA
HMDB0118501,NA
HMDB0118502,NA
HMDB0118503,NA
HMDB0118504,NA
HMDB0118505,NA
HMDB0118506,NA
HMDB0118507,NA
HMDB0118508,NA
HMDB0118509,NA
HMDB0118510,NA
HMDB0118511,NA
HMDB0118512,NA
HMDB0118513,NA
HMDB0118514,NA
HMDB0118515,NA
HMDB0118516,NA
HMDB0118517,NA
HMDB0118518,NA
HMDB0118519,NA
HMDB0118520,NA
HMDB0118521,NA
HMDB0118522,NA
HMDB0118523,NA
HMDB0118524,NA
HMDB0118525,NA
HMDB0118526,NA
HMDB0118527,NA
HMDB0118528,NA
HMDB0118529,NA
HMDB0118530,NA
HMDB0118531,NA
HMDB0118532,NA
HMDB0118533,NA
HMDB0118534,NA
HMDB0118535,NA
HMDB0118536,NA
HMDB0118537,NA
HMDB0118538,NA
HMDB0118539,NA
HMDB0118540,NA
HMDB0118541,NA
HMDB0118542,NA
HMDB0118543,NA
HMDB0118544,NA
HMDB0118545,NA
HMDB0118546,NA
HMDB0118547,NA
HMDB0118548,NA
HMDB0118549,NA
HMDB0118550,NA
HMDB0118551,NA
HMDB0118552,NA
HMDB0118553,NA
HMDB0118554,NA
HMDB0118555,NA
HMDB0118556,NA
HMDB0118557,NA
HMDB0118558,NA
HMDB0118559,NA
HMDB0118560,NA
HMDB0118561,NA
HMDB0118562,NA
HMDB0118563,NA
HMDB0118564,NA
HMDB0118565,NA
HMDB0118566,NA
HMDB0118567,NA
HMDB0118568,NA
HMDB0118569,NA
HMDB0118570,NA
HMDB0118571,NA
HMDB0118572,NA
HMDB0118573,NA
HMDB0118574,NA
HMDB0118575,NA
HMDB0118576,NA
HMDB0118577,NA
HMDB0118578,NA
HMDB0118579,NA
HMDB0118580,NA
HMDB0118581,NA
HMDB0118582,NA
HMDB0118583,NA
HMDB0118584,NA
HMDB0118585,NA
HMDB0118586,NA
HMDB0118587,NA
HMDB0118588,NA
HMDB0118589,NA
HMDB0118590,NA
HMDB0118591,NA
HMDB0118592,NA
HMDB0118593,NA
HMDB0118594,NA
HMDB0118595,NA
HMDB0118596,NA
HMDB0118597,NA
HMDB0118598,NA
HMDB0118599,NA
HMDB0118600,NA
HMDB0118601,NA
HMDB0118602,NA
HMDB0118603,NA
HMDB0118604,NA
HMDB0118605,NA
HMDB0118606,NA
HMDB0118607,NA
HMDB0118608,NA
HMDB0118609,NA
HMDB0118610,NA
HMDB0118611,NA
HMDB0118612,NA
HMDB0118613,NA
HMDB0118614,NA
HMDB0118615,NA
HMDB0118616,NA
HMDB0118617,NA
HMDB0118618,NA
HMDB0118619,NA
HMDB0118620,NA
HMDB0118621,NA
HMDB0118622,NA
HMDB0118623,NA
HMDB0118624,NA
HMDB0118625,NA
HMDB0118626,NA
HMDB0118627,NA
HMDB0118628,NA
HMDB0118629,NA
HMDB0118630,NA
HMDB0118631,NA
HMDB0118632,NA
HMDB0118633,NA
HMDB0118634,NA
HMDB0118635,NA
HMDB0118636,NA
HMDB0118637,NA
HMDB0118638,NA
HMDB0118639,NA
HMDB0118640,NA
HMDB0118641,NA
HMDB0118642,NA
HMDB0118643,NA
HMDB0118644,NA
HMDB0118645,NA
HMDB0118646,NA
HMDB0118647,NA
HMDB0118648,NA
HMDB0118649,NA
HMDB0118650,NA
HMDB0118651,NA
HMDB0118652,NA
HMDB0118653,NA
HMDB0118654,NA
HMDB0118655,NA
HMDB0118656,NA
HMDB0118657,NA
HMDB0118658,NA
HMDB0118659,NA
HMDB0118660,NA
HMDB0118661,NA
HMDB0118662,NA
HMDB0118663,NA
HMDB0118664,NA
HMDB0118665,NA
HMDB0118666,NA
HMDB0118667,NA
HMDB0118668,NA
HMDB0118669,NA
HMDB0118670,NA
HMDB0118671,NA
HMDB0118672,NA
HMDB0118673,NA
HMDB0118674,NA
HMDB0118675,NA
HMDB0118676,NA
HMDB0118677,NA
HMDB0118678,NA
HMDB0118679,NA
HMDB0118680,NA
HMDB0118681,NA
HMDB0118682,NA
HMDB0118683,NA
HMDB0118684,NA
HMDB0118685,NA
HMDB0118686,NA
HMDB0118687,NA
HMDB0118688,NA
HMDB0118689,NA
HMDB0118690,NA
HMDB0118691,NA
HMDB0118692,NA
HMDB0118693,NA
HMDB0118694,NA
HMDB0118695,NA
HMDB0118696,NA
HMDB0118697,NA
HMDB0118698,NA
HMDB0118699,NA
HMDB0118700,NA
HMDB0118701,NA
HMDB0118702,NA
HMDB0118703,NA
HMDB0118704,NA
HMDB0118705,NA
HMDB0118706,NA
HMDB0118707,NA
HMDB0118708,NA
HMDB0118709,NA
HMDB0118710,NA
HMDB0118711,NA
HMDB0118712,NA
HMDB0118713,NA
HMDB0118714,NA
HMDB0118715,NA
HMDB0118716,NA
HMDB0118717,NA
HMDB0118718,NA
HMDB0118719,NA
HMDB0118720,NA
HMDB0118721,NA
HMDB0118722,NA
HMDB0118723,NA
HMDB0118724,NA
HMDB0118725,NA
HMDB0118726,NA
HMDB0118727,NA
HMDB0118728,NA
HMDB0118729,NA
HMDB0118730,NA
HMDB0118731,NA
HMDB0118732,NA
HMDB0118733,NA
HMDB0118734,NA
HMDB0118735,NA
HMDB0118736,NA
HMDB0118737,NA
HMDB0118738,NA
HMDB0118739,NA
HMDB0118740,NA
HMDB0118741,NA
HMDB0118742,NA
HMDB0118743,NA
HMDB0118744,NA
HMDB0118745,NA
HMDB0118746,NA
HMDB0118747,NA
HMDB0118748,NA
HMDB0118749,NA
HMDB0118750,NA
HMDB0118751,NA
HMDB0118752,NA
HMDB0118753,NA
HMDB0118754,NA
HMDB0118755,NA
HMDB0118756,NA
HMDB0118757,NA
HMDB0118758,NA
HMDB0118759,NA
HMDB0118760,NA
HMDB0118761,NA
HMDB0118762,NA
HMDB0118763,NA
HMDB0118764,NA
HMDB0118765,NA
HMDB0118766,NA
HMDB0118767,NA
HMDB0118768,NA
HMDB0118769,NA
HMDB0118770,NA
HMDB0118771,NA
HMDB0118772,NA
HMDB0118773,NA
HMDB0118774,NA
HMDB0118775,NA
HMDB0118776,NA
HMDB0118777,NA
HMDB0118778,NA
HMDB0118779,NA
HMDB0118780,NA
HMDB0118781,NA
HMDB0118782,NA
HMDB0118783,NA
HMDB0118784,NA
HMDB0118785,NA
HMDB0118786,NA
HMDB0118787,NA
HMDB0118788,NA
HMDB0118789,NA
HMDB0118790,NA
HMDB0118791,NA
HMDB0118792,NA
HMDB0118793,NA
HMDB0118794,NA
HMDB0118795,NA
HMDB0118796,NA
HMDB0118797,NA
HMDB0118798,NA
HMDB0118799,NA
HMDB0118800,NA
HMDB0118801,NA
HMDB0118802,NA
HMDB0118803,NA
HMDB0118804,NA
HMDB0118805,NA
HMDB0118806,NA
HMDB0118807,NA
HMDB0118808,NA
HMDB0118809,NA
HMDB0118810,NA
HMDB0118811,NA
HMDB0118812,NA
HMDB0118813,NA
HMDB0118814,NA
HMDB0118815,NA
HMDB0118816,NA
HMDB0118817,NA
HMDB0118818,NA
HMDB0118819,NA
HMDB0118820,NA
HMDB0118821,NA
HMDB0118822,NA
HMDB0118823,NA
HMDB0118824,NA
HMDB0118825,NA
HMDB0118826,NA
HMDB0118827,NA
HMDB0118828,NA
HMDB0118829,NA
HMDB0118830,NA
HMDB0118831,NA
HMDB0118832,NA
HMDB0118833,NA
HMDB0118834,NA
HMDB0118835,NA
HMDB0118836,NA
HMDB0118837,NA
HMDB0118838,NA
HMDB0118839,NA
HMDB0118840,NA
HMDB0118841,NA
HMDB0118842,NA
HMDB0118843,NA
HMDB0118844,NA
HMDB0118845,NA
HMDB0118846,NA
HMDB0118847,NA
HMDB0118848,NA
HMDB0118849,NA
HMDB0118850,NA
HMDB0118851,NA
HMDB0118852,NA
HMDB0118853,NA
HMDB0118854,NA
HMDB0118855,NA
HMDB0118856,NA
HMDB0118857,NA
HMDB0118858,NA
HMDB0118859,NA
HMDB0118860,NA
HMDB0118861,NA
HMDB0118862,NA
HMDB0118863,NA
HMDB0118864,NA
HMDB0118865,NA
HMDB0118866,NA
HMDB0118867,NA
HMDB0118868,NA
HMDB0118869,NA
HMDB0118870,NA
HMDB0118871,NA
HMDB0118872,NA
HMDB0118873,NA
HMDB0118874,NA
HMDB0118875,NA
HMDB0118876,NA
HMDB0118877,NA
HMDB0118878,NA
HMDB0118879,NA
HMDB0118880,NA
HMDB0118881,NA
HMDB0118882,NA
HMDB0118883,NA
HMDB0118884,NA
HMDB0118885,NA
HMDB0118886,NA
HMDB0118887,NA
HMDB0118888,NA
HMDB0118889,NA
HMDB0118890,NA
HMDB0118891,NA
HMDB0118892,NA
HMDB0118893,NA
HMDB0118894,NA
HMDB0118895,NA
HMDB0118896,NA
HMDB0118897,NA
HMDB0118898,NA
HMDB0118899,NA
HMDB0118900,NA
HMDB0118901,NA
HMDB0118902,NA
HMDB0118903,NA
HMDB0118904,NA
HMDB0118905,NA
HMDB0118906,NA
HMDB0118907,NA
HMDB0118908,NA
HMDB0118909,NA
HMDB0118910,NA
HMDB0118911,NA
HMDB0118912,NA
HMDB0118913,NA
HMDB0118914,NA
HMDB0118915,NA
HMDB0118916,NA
HMDB0118917,NA
HMDB0118918,NA
HMDB0118919,NA
HMDB0118920,NA
HMDB0118921,NA
HMDB0118922,NA
HMDB0118923,NA
HMDB0118924,NA
HMDB0118925,NA
HMDB0118926,NA
HMDB0118927,NA
HMDB0118928,NA
HMDB0118929,NA
HMDB0118930,NA
HMDB0118931,NA
HMDB0118932,NA
HMDB0118933,NA
HMDB0118934,NA
HMDB0118935,NA
HMDB0118936,NA
HMDB0118937,NA
HMDB0118938,NA
HMDB0118939,NA
HMDB0118940,NA
HMDB0118941,NA
HMDB0118942,NA
HMDB0118943,NA
HMDB0118944,NA
HMDB0118945,NA
HMDB0118946,NA
HMDB0118947,NA
HMDB0118948,NA
HMDB0118949,NA
HMDB0118950,NA
HMDB0118951,NA
HMDB0118952,NA
HMDB0118953,NA
HMDB0118954,NA
HMDB0118955,NA
HMDB0118956,NA
HMDB0118957,NA
HMDB0118958,NA
HMDB0118959,NA
HMDB0118960,NA
HMDB0118961,NA
HMDB0118962,NA
HMDB0118963,NA
HMDB0118964,NA
HMDB0118965,NA
HMDB0118966,NA
HMDB0118967,NA
HMDB0118968,NA
HMDB0118969,NA
HMDB0118970,NA
HMDB0118971,NA
HMDB0118972,NA
HMDB0118973,NA
HMDB0118974,NA
HMDB0118975,NA
HMDB0118976,NA
HMDB0118977,NA
HMDB0118978,NA
HMDB0118979,NA
HMDB0118980,NA
HMDB0118981,NA
HMDB0118982,NA
HMDB0118983,NA
HMDB0118984,NA
HMDB0118985,NA
HMDB0118986,NA
HMDB0118987,NA
HMDB0118988,NA
HMDB0118989,NA
HMDB0118990,NA
HMDB0118991,NA
HMDB0118992,NA
HMDB0118993,NA
HMDB0118994,NA
HMDB0118995,NA
HMDB0118996,NA
HMDB0118997,NA
HMDB0118998,NA
HMDB0118999,NA
HMDB0119000,NA
HMDB0119001,NA
HMDB0119002,NA
HMDB0119003,NA
HMDB0119004,NA
HMDB0119005,NA
HMDB0119006,NA
HMDB0119007,NA
HMDB0119008,NA
HMDB0119009,NA
HMDB0119010,NA
HMDB0119011,NA
HMDB0119012,NA
HMDB0119013,NA
HMDB0119014,NA
HMDB0119015,NA
HMDB0119016,NA
HMDB0119017,NA
HMDB0119018,NA
HMDB0119019,NA
HMDB0119020,NA
HMDB0119021,NA
