row_id,dataset_id,name_short,formula,adduct,neutral_loss,well,occupancy_ratio,on_off_ratio,spot_occupancy,spot_occupancy_thresholded,image_occupancy,other_spots_occupancy,bg_occupancy,far_bg_occupancy,occupancy_vs_far_bg_ratio,in_n_spots,spot_intensity,spot_intensity_bgr_corrected,spot_intensity_sum,spot_intensity_std,other_spot_intensity,bg_intensity,far_bg_intensity,intensity_vs_far_bg_ratio,intensity_vs_other_spots_ratio,spot_intensity_tic_norm,spot_intensity_bgr_corrected_tic_norm,spot_intensity_sum_tic_norm,spot_intensity_std_tic_norm,other_spot_intensity_tic_norm,bg_intensity_tic,far_bg_intensity_tic,intensity_vs_far_bg_ratio_tic,intensity_vs_other_spots_ratio_tic
2021-07-30_07h46m00s_C9H14N4O3_-H__132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,-H,,132,91.37431643277483,22261.44079138988,0.9943502824858758,0.8983050847457628,0.002352143839575817,3.0051688904916458e-05,0.0008821638432439707,0.0008821638432439707,99.28342272890625,1,33380.9453125,33380.9375,5908427.0,23633.595703125,0.011539495550096035,1.498496174812317,0.0058634900487959385,4863552.664195385,2662064.4490156025,0.04368376359343529,0.04368375614285469,7.732026100158691,0.03017585165798664,1.6038883998703568e-08,2.0565623799484456e-06,7.98293608994527e-09,43.683414871526175,43.68306296585567
2021-07-30_07h46m00s_C9H14N4O3_-H_-CH2O2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,-H,-CH2O2,132,30.4503355069833,302.0806106240526,0.632768361581921,0.632768361581921,0.013634460900592022,0.016077653564130306,0.010780341203032251,0.010780341203032251,30.607390952873843,157,105.19127655029297,104.84919738769531,18618.85546875,105.25452423095703,0.5555079579353333,0.34722253680229187,0.3420780897140503,306.61030157293953,189.02025577595836,0.00013772603415418416,0.0001371955149807036,0.024377508088946342,0.0001365083735436201,8.139190299516486e-07,5.364776711758168e-07,5.305178660819365e-07,0.13765300677477024,0.13761402747843118
2021-07-30_07h46m00s_C9H14N4O3_+Cl_+H2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,+Cl,+H2,132,1.6944995128974079,2.066043616272879,0.12429378531073447,0.011299435028248588,0.06909920864313195,0.08035821613174661,0.0633513254885543,0.0633513254885543,1.7293305570631454,58,3.9397366046905518,2.3396787643432617,697.3333740234375,11.48153018951416,12.862696647644043,1.9058990478515625,1.6000579595565796,2.4607082967700182,0.3062678413993932,5.141519977769349e-06,2.6876946321863215e-06,0.0009100490133278072,1.4922008631401695e-05,1.7580839994479902e-05,2.873289076887886e-06,2.4538253455830272e-06,0.005128934468375016,0.005052689452955148
2021-07-30_07h46m00s_C9H14N4O3_+Cl_+C10H8N2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,+Cl,+C10H8N2,132,1.0404226107458707,1.271700140207726,0.15254237288135594,0.15254237288135594,0.14302230549963124,0.15584805866089674,0.1366157802664434,0.1366157802664434,1.0429964580109834,189,6.624127388000488,1.4317293167114258,1172.4705810546875,16.923206329345703,6.996970176696777,5.2078752517700195,5.1923980712890625,1.27549001579929,0.9465783964125505,8.561406502849422e-06,6.126956577645615e-07,0.0015153689309954643,2.18059794860892e-05,1.0314490282326005e-05,7.956300578371156e-06,7.948710845084861e-06,0.008493891019188233,0.008474001496758688
2021-07-30_07h46m00s_C9H14N4O3_-H_+C10H10N2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,-H,+C10H10N2,132,13.581250920351595,42.195863091500115,0.5141242937853108,0.5141242937853108,0.03280044650866107,0.040179108065873305,0.02785544474514436,0.02785544474514436,13.593299534661522,187,39.46327590942383,38.530853271484375,6985.0,46.0635986328125,1.568305492401123,0.9342404007911682,0.9324222803115845,42.27805221903493,25.146968579739607,5.151586083229631e-05,5.007670188206248e-05,0.009118307381868362,5.926311496295966e-05,2.320929070265265e-06,1.4387863984666183e-06,1.4391584954864811e-06,0.05144182788866698,0.051396573031834716
2021-07-30_07h46m00s_C9H14N4O3_[M]-_+C10H10N2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,[M]-,+C10H10N2,132,5.838579267375098,13.422489120821218,0.1638418079096045,0.1638418079096045,0.020840393087089123,0.025664142324798654,0.018061930892181634,0.018061930892181634,5.853996069783171,183,8.013294219970703,7.419843673706055,1418.35302734375,19.698972702026367,0.9436994791030884,0.5960050821304321,0.5934507846832275,13.480164256559688,8.482373915965999,1.0564487638475839e-05,9.64379887591349e-06,0.0018699143547564745,2.5847364668152295e-05,1.391361138303182e-06,9.226466204381722e-07,9.206887625623494e-07,0.010554769980363487,0.010549809044155282
2021-07-30_07h46m00s_C9H14N4O3_[M]-_+C10H8N2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,[M]-,+C10H8N2,132,3.403139597650297,9.443462038246443,0.14124293785310735,0.14124293785310735,0.03377718420475612,0.037774972953479986,0.03150371555449231,0.03150371555449231,3.4083001142733997,189,9.940977096557617,8.89057731628418,1759.552978515625,27.317955017089844,1.2938514947891235,1.0516835451126099,1.0504000186920166,9.454990412616302,7.677310592421707,1.3278552614792716e-05,1.1658088624244556e-05,0.0023503038100898266,3.636534893303178e-05,1.9087119653704576e-06,1.6192921066249255e-06,1.6204637631744845e-06,0.013257070013230409,0.013253255966549245
2021-07-30_07h46m00s_C9H14N4O3_+Cl_+C10H10N2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,+Cl,+C10H10N2,132,1.3688927715085146,2.18501145130592,0.14124293785310735,0.14124293785310735,0.10444116650387705,0.12687823055655728,0.09318042493383771,0.09318042493383771,1.371368729187813,189,7.3902740478515625,4.021653175354004,1308.0784912109375,19.585208892822266,5.726716995239258,3.381258726119995,3.3686208724975586,2.193206395464277,1.2902652232982499,9.753664016898256e-06,4.570099463307997e-06,0.0017263984773308039,2.5718829419929534e-05,8.31812485557748e-06,5.190725914872019e-06,5.183564553590259e-06,0.009703365992887014,0.009673201122210595
2021-07-30_07h46m00s_C9H14N4O3_[M]-_-CH2O3_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,[M]-,-CH2O3,132,1.7282628904893858,3.0494067369852824,0.03389830508474576,0.03389830508474576,0.011581318396555504,0.015416516408222142,0.00961409069840463,0.00961409069840463,1.7237104414928648,154,0.9847568869590759,0.6610047817230225,174.30197143554688,5.267733573913574,0.6029952764511108,0.32193392515182495,0.32375213503837585,3.0323338346727344,1.6304049474446263,1.3084436432109214e-06,8.063061045504583e-07,0.00023159451666288078,7.031778295640834e-06,8.762082188695786e-07,4.985021746506391e-07,5.021375386604632e-07,0.0013077869542886026,0.0013072981778030172
2021-07-30_07h46m00s_C9H14N4O3_-H_-H2_132,2021-07-30_07h46m00s,Carnosine,C9H14N4O3,-H,-H2,132,8.893235564166169,25.893055553282228,0.576271186440678,0.576271186440678,0.06036836964538442,0.06881836759225869,0.054798821787951736,0.054798821787951736,8.915643121852526,189,50.81129837036133,48.854530334472656,8993.599609375,54.82575225830078,2.53533673286438,1.9613523483276367,1.9567676782608032,25.953691510271486,20.033340885686826,6.655701872659847e-05,6.353866774588823e-05,0.011780592612922192,7.08657898940146e-05,3.7164813875278924e-06,3.0186085950845154e-06,3.018349843841861e-06,0.06635673089825386,0.06631057670248744
