row_id,dataset_id,name_short,formula,adduct,neutral_loss,well,occupancy_ratio,on_off_ratio,spot_occupancy,spot_occupancy_thresholded,image_occupancy,other_spots_occupancy,bg_occupancy,far_bg_occupancy,occupancy_vs_far_bg_ratio,in_n_spots,spot_intensity,spot_intensity_bgr_corrected,spot_intensity_sum,spot_intensity_std,other_spot_intensity,bg_intensity,far_bg_intensity,intensity_vs_far_bg_ratio,intensity_vs_other_spots_ratio,spot_intensity_tic_norm,spot_intensity_bgr_corrected_tic_norm,spot_intensity_sum_tic_norm,spot_intensity_std_tic_norm,other_spot_intensity_tic_norm,bg_intensity_tic,far_bg_intensity_tic,intensity_vs_far_bg_ratio_tic,intensity_vs_other_spots_ratio_tic
2022-03-14_22h35m45s_C39H79N2O6P_+Na__35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+Na,,35,46.95069110827212,1257.3477170268511,0.9821428571428571,0.9821428571428571,0.012564869923893428,0.012727963525835866,0.010918602771532279,0.010918602771532279,64.67920892010198,8,2459.96484375,2459.63525390625,275516.0625,1338.34912109375,1.2201815843582153,1.955471396446228,0.3296234607696533,7440.381992322884,2014.413642703939,0.0486198253929615,0.048607490956783295,5.445420265197754,0.019467735663056374,2.9817050744895823e-05,6.723885599058121e-05,1.2335935934970621e-05,48.02736292084438,47.21209981694652
2022-03-14_22h35m45s_C39H79N2O6P_+H__35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+H,,35,49.5704109175714,995.5970380783157,0.9553571428571429,0.9553571428571429,0.010861158747772286,0.010970744680851064,0.009272729944598745,0.009272729944598745,63.98558147314727,69,343.2853088378906,343.1864929199219,38447.953125,200.938720703125,0.30765020847320557,0.3438034653663635,0.0988023653626442,3439.6510302187844,1112.2147318027546,0.006916307844221592,0.006912563927471638,0.7746264934539795,0.003157573752105236,7.306307907128939e-06,1.258857810171321e-05,3.7440393043652875e-06,6.890509505804756,6.86614169883592
2022-03-14_22h35m45s_C39H79N2O6P_+K__35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+K,,35,49.50164681498261,757.4227922201438,0.9285714285714286,0.9285714285714286,0.010872367373930977,0.012822948328267476,0.008758394686182017,0.008758394686182017,60.028950629379516,95,180.81288146972656,180.70352172851562,20251.04296875,113.94991302490234,0.25934481620788574,0.23772120475769043,0.10935578495264053,1638.454037976558,694.513085005492,0.003585787722840905,0.0035819632466882467,0.4016082286834717,0.0018751919269561768,6.572213351319078e-06,8.24452581582591e-06,3.824503892246867e-06,3.572126112619595,3.5623750340795217
2022-03-14_22h35m45s_C39H79N2O6P_[M]+_+H2_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,[M]+,+H2,35,55.208415326807,979.8915730151092,0.8392857142857143,0.8392857142857143,0.006355291031978211,0.005651595744680851,0.005202133756557774,0.005202133756557774,65.67597656184752,40,140.1896514892578,140.13771057128906,15701.240234375,111.52568817138672,0.1271999180316925,0.14206649363040924,0.051937494426965714,2648.2109326626332,1093.5237217125311,0.002823058282956481,0.00282105291262269,0.31618252396583557,0.0019488094840198755,3.1131414743867936e-06,5.069268354418455e-06,2.005418991757324e-06,2.81740819904658,2.8142969783120564
2022-03-14_22h35m45s_C39H79N2O6P_+Na_+H2_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+Na,+H2,35,28.74255515660609,571.8882104863194,0.48214285714285715,0.48214285714285715,0.007733952049497293,0.008311170212765957,0.0067745301180032035,0.0067745301180032035,35.06388722441795,61,115.33332824707031,115.25972747802734,12917.3330078125,148.66525268554688,0.20840932428836823,0.20067110657691956,0.07360170036554337,1545.9879289874718,550.7554577094663,0.002298962324857712,0.0022963134106248617,0.2574837803840637,0.002749740146100521,5.053032055002404e-06,7.039156116661616e-06,2.6488314688322134e-06,2.2928888487206858,2.2874039991273802
2022-03-14_22h35m45s_C39H79N2O6P_+H_-H3PO4_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+H,-H3PO4,35,0.0,0.0,0.0,0.0,0.0044610332111593085,0.005746580547112462,0.00407059618804097,0.00407059618804097,0.0,56,0.0,-0.08755939453840256,0.0,0.0,0.29679954051971436,0.10722377896308899,0.08755939453840256,0.0,0.0,0.0,-3.0122753287287196e-06,0.0,0.0,7.266993179655401e-06,3.770189323404338e-06,3.0122753287287196e-06,0.0,0.0
2022-03-14_22h35m45s_C39H79N2O6P_+Na_-HPO3_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+Na,-HPO3,35,0.7135496096758119,1.3661259575682316,0.008928571428571428,0.008928571428571428,0.0027236961565620904,0.0033719604863221885,0.0025128951196931623,0.0025128951196931623,0.7223286166725955,45,0.1222689151763916,0.03762616962194443,13.69411849975586,1.2881830930709839,0.08144034445285797,0.08850046992301941,0.08464274555444717,1.4276622542263013,1.4831198970342594,1.7876355968837743e-06,-8.451307849099976e-07,0.00020021518866997212,1.883390905277338e-05,3.281807266830583e-06,2.7917085390072316e-06,2.632766381793772e-06,0.0017829415283671852,0.0017817881117108093
2022-03-14_22h35m45s_C39H79N2O6P_+H_-H2O_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+H,-H2O,35,47.89175586260947,279.34984295581194,0.6696428571428571,0.6696428571428571,0.004954212762141744,0.004559270516717325,0.003982424429455246,0.003982424429455246,49.948195458554764,69,21.790929794311523,21.72711944580078,2440.584228515625,21.4941463470459,0.08040259033441544,0.07700587809085846,0.06381043046712875,336.22566054955735,267.6933216104149,0.00042470917105674744,0.00042246526572853327,0.04756742715835571,0.0004088842251803726,1.8595886785988114e-06,2.6635138965502847e-06,2.2439094209403265e-06,0.4237582958245451,0.42392085263855883
2022-03-14_22h35m45s_C39H79N2O6P_+H_+H2_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+H,+H2,35,37.60425825592762,442.2193620417579,0.48214285714285715,0.48214285714285715,0.0035082999876705112,0.0031819908814589666,0.0028214962747431997,0.0028214962747431997,40.1212205718833,46,25.839494705200195,25.800151824951172,2894.0234375,36.24034881591797,0.05777422711253166,0.05743139609694481,0.039343077689409256,640.4938885459277,439.6398893638667,0.0005131729994900525,0.0005118304397910833,0.05747537314891815,0.0006850185454823077,1.443800215383817e-06,2.031217718467815e-06,1.3425699307845207e-06,0.5124849526027085,0.5124331484000227
2022-03-14_22h35m45s_C39H79N2O6P_+K_+H2_35,2022-03-14_22h35m45s,SM d18:1-16:0,C39H79N2O6P,+K,+H2,35,30.462126484835178,248.2266222583792,0.4107142857142857,0.4107142857142857,0.004270486566461549,0.004654255319148936,0.003482784464136137,0.003482784464136137,31.952507713614818,61,15.714285850524902,15.663500785827637,1760.0,22.44312286376953,0.09092914313077927,0.06230620667338371,0.050785504281520844,303.44950905754513,170.93910935479525,0.0003014919930137694,0.00029977248050272465,0.033767104148864746,0.0004217049281578511,2.2793503831053386e-06,2.109287152052275e-06,1.71952501659689e-06,0.30097445990061356,0.3008063499447822
