ds_id,Slide,Polarity,Mass Range,Group,Source,Analyzer,RP,Mref,Matrix,Rotation,Mergeable,Link,Mergewith,Done,Px_x,Px_y,Clone
2022-03-14_14h53m40s,2I,Pos,Full,Dreisewerd,MALDI,qTOF,37000,400,DHAP,-1,No,,,,100,100,2022-03-14_22h35m45s
2022-03-14_14h54m23s,2J,Pos,Full,Dreisewerd,MALDI,qTOF,37000,400,DHAP,-1,No,,,,100,100,2022-03-14_22h35m46s
2022-03-14_14h52m57s,7B,Neg,Full,Dreisewerd,MALDI,qTOF,37000,400,DHAP,1,No,,,,100,100,2022-03-14_22h35m47s
2022-03-14_14h57m34s,7C,Neg,Full,Dreisewerd,MALDI,qTOF,37000,400,DHAP,1,No,,,,100,100,2022-03-14_22h35m48s
2022-03-14_14h56m48s,2F,Pos,Full,Dreisewerd,MALDI-2,qTOF,37000,400,DHAP,-1,No,,,,100,100,2022-03-14_22h35m49s
2022-03-14_14h55m24s,2H,Pos,Full,Dreisewerd,MALDI-2,qTOF,37000,400,DHAP,-1,No,,,,100,100,2022-03-14_22h35m50s
2022-03-14_14h52m11s,7D,Neg,Full,Dreisewerd,MALDI-2,qTOF,37000,400,DHAP,1,No,,,,100,100,2022-03-14_22h35m51s
2022-03-14_14h50m49s,7E,Neg,Full,Dreisewerd,MALDI-2,qTOF,37000,400,DHAP,1,No,,,,100,100,2022-03-14_22h35m52s
