ds_id,Slide,Polarity,Mass Range,Group,Source,Analyzer,RP,Mref,Matrix,Rotation,Mergeable,Link,Mergewith,Done,Px_x,Px_y,Clone
2021-05-02_09h04m58s,10I,Pos,Low,PNNL,MALDI,FTICR,70000,400,DHB,1,No,,,,100,100,
2021-05-05_18h31m25s,10J,Pos,Low,PNNL,MALDI,FTICR,70000,400,DHB,1,No,,,,100,100,
2021-05-01_09h25m59s,10I,Pos,High,PNNL,MALDI,FTICR,100000,400,DHB,1,No,,,,100,100,
2021-04-29_03h13m27s,10J,Pos,High,PNNL,MALDI,FTICR,140000,400,DHB,1,No,,,,100,100,
2021-06-05_00h47m46s,10G,Neg,Low,PNNL,MALDI,FTICR,100000,400,NEDC,1,No,,,,100,100,
2021-06-09_01h40m36s,10H,Neg,Low,PNNL,MALDI,FTICR,100000,400,NEDC,1,No,,,,100,100,
2021-05-12_08h22m56s,10G,Neg,High,PNNL,MALDI,FTICR,140000,400,NEDC,1,No,,,,100,100,
2021-05-06_18h26m39s,10H,Neg,High,PNNL,MALDI,FTICR,140000,400,NEDC,1,No,,,,100,100,
