row_id,occupancy_ratio,on_off_ratio,spot_occupancy,spot_occupancy_thresholded,image_occupancy,other_spots_occupancy,bg_occupancy,far_bg_occupancy,occupancy_vs_far_bg_ratio,in_n_spots,spot_intensity,spot_intensity_tic_norm,spot_intensity_bgr_corrected,spot_intensity_sum,spot_intensity_std,other_spot_intensity,bg_intensity,far_bg_intensity,intensity_vs_far_bg_ratio,intensity_vs_other_spots_ratio
2021-03-24_23h18m35s_C10H26N4_+H__115,54.68653775095456,2906.069484586213,0.5797101449275363,0.5072463768115942,0.0018451248342270658,0.0008479802651865557,0.0006006006006006006,0.0006006006006006006,57.971014492753625,2,87363.7265625,0.03315150737762451,87363.7265625,6028097.0,140531.109375,5.553477764129639,30.061504364013672,0.0,87363726.5625,15728.522153187429
2021-03-24_23h18m35s_C10H26N4_+Na__115,45.714093714900116,2931.466452270718,0.4782608695652174,0.43478260869565216,0.0014126737012050972,0.00046253469010175765,0.000462000462000462,0.000462000462000462,47.60090645387791,2,2933.826904296875,0.0011281064944341779,2933.821044921875,202434.0625,6385.85400390625,0.13346150517463684,0.999805212020874,0.005849927663803101,428300.4213022602,21819.084209167962
2021-03-24_23h18m35s_C10H26N4_+K__115,18.583018811851765,5327.823710699566,0.18840579710144928,0.18840579710144928,0.0005189413596263622,0.0001541782300339192,0.0001386001386001386,0.0001386001386001386,18.751872239406453,3,255.2256622314453,0.00010194559581577778,255.22103881835938,17610.5703125,818.5432739257812,0.02408130094408989,0.0469042994081974,0.004617984406650066,45430.112253307794,10175.933967714947
2021-04-11_21h47m45s_C10H26N4_+H__115,11.451940381154538,21743.45642615125,0.11538461538461539,0.019230769230769232,0.0002754820936639118,0.00020458265139116204,7.555152614082804e-05,7.555152614082804e-05,11.538461538461538,2,994.063232421875,0.003045259276404977,994.063232421875,51691.2890625,6906.1875,0.2825419306755066,0.04471781104803085,0.0,994063.232421875,3505.8773496167983
2021-04-11_21h47m45s_C10H26N4_+K__115,1.901527428197083,2581.4257102853776,0.019230769230769232,0.019230769230769232,0.0001377410468319559,0.00010229132569558102,0.00011332728921124207,0.00011332728921124207,1.9011365132300673,2,20.644977569580078,6.309951277216896e-05,20.63785171508789,1073.538818359375,147.43463134765625,0.008182198740541935,0.0069975098595023155,0.007125912234187126,2540.6350665126633,2248.369715461158
2021-04-11_21h47m45s_C10H26N4_+Na__115,3.774854835213726,7157.151301488113,0.038461538461538464,0.038461538461538464,0.0001928374655647383,0.0,0.0001888788153520701,0.0001888788153520701,3.787867748845207,1,97.20856475830078,0.0002978630654979497,97.19952392578125,5054.84521484375,686.0250244140625,0.0,0.012582018971443176,0.009044396691024303,9677.889847298302,97208.56475830078
2021-04-26_15h41m55s_C10H26N4_+H__115,60.61009309489082,11375.7232468745,0.6086956521739131,0.5507246376811594,0.0015659340659340659,0.0010792476102374346,4.2810051800162675e-05,4.2810051800162675e-05,60.86956521739131,3,1346.9410400390625,0.007098098751157522,1346.9410400390625,92938.9296875,3127.82421875,0.31124812364578247,0.11740487068891525,0.0,1346941.0400390625,4313.6881794910205
2021-04-26_15h41m55s_C10H26N4_+Na__115,58.175051373680276,6714.306550296724,0.5942028985507246,0.4782608695652174,0.0014010989010989012,0.000385445575084798,0.0002140502590008134,0.0002140502590008134,58.39782939124948,3,805.7853393554688,0.004253107588738203,805.7749633789062,55599.1875,2300.845703125,0.050156403332948685,0.11901021003723145,0.010355961509048939,70957.03333560815,15751.4071916092
2021-04-26_15h41m55s_C10H26N4_+K__115,15.607940612450804,1862.1434744255243,0.15942028985507245,0.15942028985507245,0.000521978021978022,0.00023126734505087883,0.0002140502590008134,0.0002140502590008134,15.667710324481567,4,49.04833221435547,0.00026225068722851574,49.037357330322266,3384.3349609375,159.9551544189453,0.01449418906122446,0.02533971704542637,0.010973102413117886,4096.543278592312,3165.595309347498
2021-02-15_17h57m16s_C5H14N4_+H__152,26.923076923076923,21360371.09375,0.2692307692307692,0.25,0.000589260094281615,0.0009206219312602291,0.0,0.0,26.923076923076923,2,21360.37109375,0.006436245981603861,21360.37109375,1110739.25,64866.3515625,1.844003677368164,0.0,0.0,21360371.09375,11577.413831618946
2021-02-15_17h57m16s_C5H14N4_+Na__152,23.751254786779196,7910.711865894748,0.2692307692307692,0.2692307692307692,0.0017677802828448452,0.0016366612111292963,0.0013354335022599643,0.0013354335022599643,23.705869459155608,2,1127.2947998046875,0.0003563917998690158,1127.1510009765625,58619.328125,3736.5654296875,0.1957000344991684,0.14150232076644897,0.14380183815956116,7785.08625396378,5731.03508941913
2021-02-15_17h57m16s_C5H14N4_+K__152,2.143488357754989,16.63164895163457,0.07692307692307693,0.07692307692307693,0.025850584136093462,0.025470540098199674,0.02588686481303931,0.02588686481303931,2.1412269453185018,140,82.472900390625,2.324311572010629e-05,77.51444244384766,4288.5908203125,364.0075988769531,4.923567295074463,4.95779275894165,4.958459854125977,16.629411834438468,16.747237970148998
2021-02-17_18h14m40s_C5H14N4_+H__152,84.7310671663366,14959.929454894524,0.8918918918918919,0.7297297297297297,0.0018596787827557058,0.0025921658986175116,0.0005261496369567505,0.0005261496369567505,85.83001271489938,3,75972.109375,0.047023702412843704,75970.3671875,2810968.0,147406.78125,20.173023223876953,5.077373504638672,1.7444145679473877,43526.68458837456,3765.8383026486877
2021-02-17_18h14m40s_C5H14N4_+Na__152,73.35978230602325,29172.014363999242,0.7567567567567568,0.7567567567567568,0.0014652014652014652,0.0021601382488479265,0.0003156897821740503,0.0003156897821740503,73.83671945221623,7,1198.66650390625,0.0008043713169172406,1198.6387939453125,44350.66015625,1883.86279296875,0.40545400977134705,0.04008960351347923,0.027770834043622017,41662.55667419461,2949.0827377507394
2021-02-17_18h14m40s_C5H14N4_+K__152,24.154869976737682,9535.227501609776,0.24324324324324326,0.24324324324324326,0.0004508312200619893,0.0007200460829493088,7.015328492756673e-05,7.015328492756673e-05,24.152457410423924,4,63.323036193847656,3.703277252498083e-05,63.31731414794922,2342.952392578125,150.9496307373047,0.10341815650463104,0.005640957038849592,0.00572184007614851,9420.491335183711,606.4370250689038
2021-02-28_07h58m29s_C5H14N4_+H__152,82.29532745761281,5926.64196560763,0.8461538461538461,0.7884615384615384,0.0024080617720193694,0.004091653027823241,0.0002819184550868661,0.0002819184550868661,82.83369552013173,4,11011.7353515625,0.0024652353022247553,11009.966796875,572610.25,16178.7275390625,6.48904275894165,1.8570058345794678,1.7687687873840332,6222.132196059008,1696.7122961387413
2021-02-28_07h58m29s_C5H14N4_+K__152,1.3175311925289293,2.1399834505377884,0.07692307692307693,0.07692307692307693,0.0491558696505693,0.051247954173486085,0.048384254854283396,0.048384254854283396,1.3164632232701807,164,74.35987091064453,1.7550559277879074e-05,39.505062103271484,3866.71337890625,285.8056945800781,35.96211624145508,34.74687194824219,34.85480880737305,2.133356632795025,2.0676703990665053
2021-02-28_07h58m29s_C5H14N4_+Na__152,11.33867517667774,1089.6871126073015,0.11538461538461539,0.11538461538461539,0.0004449679361340139,0.0006137479541734861,0.00017619903442929133,0.00017619903442929133,11.335283839245804,5,46.85083770751953,1.0628505151544232e-05,46.8081169128418,2436.24365234375,170.91949462890625,0.11149811744689941,0.04199476167559624,0.04272039234638214,1071.601492876274,416.45885967499623
2021-03-07_11h36m10s_C5H14N4_+H__152,69.07757401629594,6944.0226833840115,0.7115384615384616,0.6923076923076923,0.0013998682476943347,0.0006145022531749283,0.00030057108506161706,0.00030057108506161706,70.61373801543833,2,28788.341796875,0.007226467132568359,28788.16015625,1496993.75,51089.13671875,1.4578540325164795,4.144773006439209,0.18146051466464996,157778.47524866418,19733.531357634165
2021-03-07_11h36m10s_C5H14N4_+K__152,0.0,0.0,0.0,0.0,2.7448397013614406e-05,0.0,3.757138563270213e-05,3.757138563270213e-05,0.0,0,0.0,0.0,-0.005831369198858738,0.0,0.0,0.0,0.005728833843022585,0.005831369198858738,0.0,0.0
2021-03-07_11h36m10s_C5H14N4_+Na__152,33.60530627819802,3534.1351313211344,0.34615384615384615,0.34615384615384615,0.0007136583223539745,0.0,0.00030057108506161706,0.00030057108506161706,34.09383294120374,1,212.98695373535156,5.634079207084142e-05,212.96189880371094,11075.3212890625,420.617919921875,0.0,0.05926565080881119,0.02505079098045826,8175.834426490988,212986.95373535156
2021-03-24_23h18m35s_C5H14N4_+H__152,43.278314854989155,361314.2637675416,0.43478260869565216,0.37681159420289856,0.002046935362970651,0.003083564600678384,4.62000462000462e-05,4.62000462000462e-05,43.47826086956522,4,154435.625,0.06786168366670609,154435.625,10656058.0,289898.375,103.52821350097656,0.42642742395401,0.0,154435625.0,1491.7105981737536
2021-03-24_23h18m35s_C5H14N4_+Na__152,33.692976738303486,20589.36089830502,0.34782608695652173,0.34782608695652173,0.0017298045320878741,0.0022355843354918284,0.0003234003234003234,0.0003234003234003234,33.82260293561761,7,612.8228149414062,0.00026856918702833354,612.7970581054688,42284.7734375,1290.61962890625,0.4259602725505829,0.02876405231654644,0.0257710013538599,22891.29221731738,1435.315776056902
2021-03-24_23h18m35s_C5H14N4_+K__152,14.294629855270589,3373.088180263075,0.14492753623188406,0.14492753623188406,0.000576601510695958,0.0005396238051187173,0.0001386001386001386,0.0001386001386001386,14.289953768393103,6,44.12053298950195,1.9407389117986895e-05,44.10816192626953,3044.31689453125,129.59225463867188,0.06129337474703789,0.012080159969627857,0.01236932072788477,3300.1327357999953,708.2700715552407
2021-04-11_21h47m45s_C5H14N4_+H__152,74.43761247750449,83618.08635063728,0.75,0.6538461538461539,0.0012121212121212121,0.00030687397708674305,7.555152614082804e-05,7.555152614082804e-05,74.71253353775393,2,1457.67333984375,0.004119103774428368,1457.6649169921875,75799.015625,4754.08056640625,0.08899375051259995,0.016432512551546097,0.008368631824851036,155590.84475677187,16197.495176508533
2021-04-11_21h47m45s_C5H14N4_+Na__152,5.620604921355694,6553.666753034045,0.057692307692307696,0.057692307692307696,0.0003581267217630854,0.00030687397708674305,0.00026443034149289816,0.00026443034149289816,5.617920857711041,4,115.90662384033203,0.0003324479912407696,115.8896255493164,6027.14453125,573.1738891601562,0.01894756406545639,0.016685767099261284,0.01699521392583847,6440.969488776525,5810.565313137654
2021-04-11_21h47m45s_C5H14N4_+K__152,4.456205559146736,43.896941200314686,0.057692307692307696,0.057692307692307696,0.0030303030303030303,0.0029664484451718495,0.0029465095194922937,0.0029465095194922937,4.450647304609905,29,15.016712188720703,4.8182555474340916e-05,14.672627449035645,780.8690185546875,70.05264282226562,0.571176290512085,0.3410901725292206,0.3440849483013153,43.515987187040885,26.244904652167747
2021-04-26_15h41m55s_C5H14N4_+H__152,60.86956521739131,3640305.419921875,0.6086956521739131,0.5797101449275363,0.001510989010989011,0.0010021584952204748,0.0,0.0,60.86956521739131,4,3640.305419921875,0.0161687470972538,3640.305419921875,251181.078125,7465.08447265625,1.20366632938385,0.0,0.0,3640305.419921875,3021.837110516553
2021-04-26_15h41m55s_C5H14N4_+Na__152,56.28433964571395,52012.740629117965,0.5797101449275363,0.5797101449275363,0.0015384615384615385,0.0006938020351526364,0.00029967036260113877,0.00029967036260113877,56.2473722150096,5,608.5099487304688,0.002718576230108738,608.4990234375,41987.1875,1135.354248046875,0.12041499465703964,0.010699247941374779,0.010940933600068092,50959.99769456877,5011.8187662843775
2021-04-26_15h41m55s_C5H14N4_+K__152,24.81229762577077,1299.078302153116,0.2608695652173913,0.2608695652173913,0.001043956043956044,0.0006167129201356768,0.0005137206216019522,0.0005137206216019522,24.88845791363183,9,44.63127899169922,0.000195380809600465,44.59969711303711,3079.558349609375,136.4631805419922,0.03940783813595772,0.033356111496686935,0.03158295527100563,1369.7738164166756,1104.5203369091698
2021-02-15_17h57m16s_C6H14N4O2_+H__159,80.4936054936055,829579.162828749,0.8076923076923077,0.7884615384615384,0.0014603402336544375,0.0014320785597381341,3.424188467333242e-05,3.424188467333242e-05,80.76923076923077,3,21297.322265625,0.005853863898664713,21297.322265625,1107460.75,40306.6796875,3.4641058444976807,0.02467244118452072,0.0,21297322.265625,6146.2256050398855
2021-02-15_17h57m16s_C6H14N4O2_+Na__159,63.24497574497575,585999.5318570873,0.6346153846153846,0.5,0.0010248001639680262,0.0006137479541734861,3.424188467333242e-05,3.424188467333242e-05,63.46153846153846,2,5533.6611328125,0.0015223422087728977,5533.6611328125,287750.375,11736.328125,1.185445785522461,0.008443115279078484,0.0,5533661.1328125,4664.065733417147
2021-02-15_17h57m16s_C6H14N4O2_+K__159,15.384615384615385,85972.61810302734,0.15384615384615385,0.15384615384615385,0.0002305800368928059,0.00010229132569558102,0.0,0.0,15.384615384615385,2,85.97261810302734,2.316202881047502e-05,85.97261810302734,4470.576171875,233.46820068359375,0.02839771844446659,0.0,0.0,85972.61810302734,2924.465661014915
2021-02-17_18h14m40s_C6H14N4O2_+H__159,85.01436338876574,10944.154306189826,0.8918918918918919,0.8648648648648649,0.0024232178078331923,0.005616359447004608,0.0004910729944929671,0.0004910729944929671,87.02184792582628,5,82199.59375,0.06858915835618973,82198.171875,3041385.0,97613.1328125,27.374216079711914,7.509821891784668,1.4238320589065552,57690.724486562736,3002.7011845549982
2021-02-17_18h14m40s_C6H14N4O2_+Na__159,87.2986752622862,12730.835394260374,0.918918918918919,0.8918918918918919,0.0027613412228796844,0.007056451612903226,0.0005261496369567505,0.0005261496369567505,89.34869969949195,5,11187.99609375,0.009541189298033714,11187.8349609375,413955.84375,11021.0986328125,4.037456512451172,0.8778108358383179,0.16067321598529816,69201.29611801244,2770.364385317934
2021-02-17_18h14m40s_C6H14N4O2_+K__159,80.6711436351073,14168.0912807922,0.8378378378378378,0.8378378378378378,0.0016906170752324597,0.0025921658986175116,0.00038584306710161704,0.00038584306710161704,82.31933954509638,11,864.5498046875,0.000732437998522073,864.5357055664062,31988.341796875,912.3864135742188,0.2993689775466919,0.06002090871334076,0.014088286086916924,57299.404299945796,2878.292597820316
2021-02-28_07h58m29s_C6H14N4O2_+H__159,62.52044447785258,4396.005231370573,0.6538461538461539,0.5961538461538461,0.002460410940976312,0.004807692307692308,0.00045811748951615745,0.00045811748951615745,64.23347778981582,4,14231.771484375,0.003051707288250327,14231.3310546875,740052.125,22124.62890625,4.990808010101318,3.2364327907562256,0.44086146354675293,32208.67321204885,2851.025411148803
2021-02-28_07h58m29s_C6H14N4O2_+Na__159,32.01537824428393,2347.877891815137,0.3269230769230769,0.3269230769230769,0.0007590629498756708,0.0006137479541734861,0.0002114388413151496,0.0002114388413151496,32.57554945054945,3,738.970703125,0.0001658185210544616,738.9521484375,38426.4765625,2386.060546875,0.2291436642408371,0.3137398362159729,0.018528606742620468,37840.42112498602,3210.9104787333777
2021-02-28_07h58m29s_C6H14N4O2_+K__159,0.0,0.0,0.0,0.0,2.6174584478471403e-05,0.0,3.5239806885858265e-05,3.5239806885858265e-05,0.0,0,0.0,0.0,-0.018710006028413773,0.0,0.0,0.0,0.018395502120256424,0.018710006028413773,0.0,0.0
2021-03-07_11h36m10s_C6H14N4O2_+H__159,81.167519602392,58222.374002585326,0.8269230769230769,0.8076923076923077,0.0023331137461572245,0.003789430561245391,0.00018785692816351067,0.00018785692816351067,82.06451914317083,4,6500.46142578125,0.0014840896474197507,6500.4365234375,338024.0,8518.453125,2.161619186401367,0.11064885556697845,0.025032557547092438,249705.06313188898,3005.8280563940257
2021-03-07_11h36m10s_C6H14N4O2_+Na__159,1.560316284130453,4.522790734812837,0.07692307692307693,0.07692307692307693,0.04007465963987703,0.04199098730028677,0.039299669371806435,0.039299669371806435,1.5596514169538118,165,38.40605163574219,9.556521035847254e-06,29.92946434020996,1997.1146240234375,154.56661987304688,8.952796936035156,8.490671157836914,8.476587295532227,4.530304471884656,4.2893592416837665
2021-03-24_23h18m35s_C6H14N4O2_+H__159,45.29901114424737,2283.160956796011,0.4927536231884058,0.36231884057971014,0.0030848180822233753,0.004162812210915819,0.0008778008778008778,0.0008778008778008778,48.13641625932596,4,137857.75,0.05801305174827576,137855.484375,9512185.0,297691.5,133.22406005859375,60.379215240478516,2.2653839588165283,60827.18220084264,1034.7734122947195
2021-03-24_23h18m35s_C6H14N4O2_+Na__159,32.81192265057273,2964.1975207673977,0.34782608695652173,0.2318840579710145,0.0024217263449230237,0.0036231884057971015,0.0006006006006006006,0.0006006006006006006,34.13645211575895,4,3780.044921875,0.0015776248183101416,3779.849609375,260823.09375,10221.708984375,7.3662896156311035,1.2742338180541992,0.19526122510433197,19260.273749262178,513.0848818342796
2021-03-24_23h18m35s_C6H14N4O2_+K__159,20.50745165660796,4346.829890933388,0.21739130434782608,0.21739130434782608,0.002104595514040247,0.003469010175763182,0.0006006006006006006,0.0006006006006006006,20.9461656186315,7,807.6875610351562,0.0003279683878645301,807.6316528320312,55730.44140625,2235.35302734375,1.5173401832580566,0.18481071293354034,0.05592871084809303,14187.701583307708,531.9542813534837
2021-04-11_21h47m45s_C6H14N4O2_+H__159,61.221757868616955,4243.443394261495,0.6538461538461539,0.6538461538461539,0.0017630853994490359,0.0012274959083469722,0.0006799637352674524,0.0006799637352674524,61.59351610520301,11,259.4998474121094,0.0009001216967590153,259.4554748535156,13493.9921875,514.9572143554688,0.18254464864730835,0.06015313044190407,0.04435845836997032,5721.090547114182,1413.8240985208636
2021-04-11_21h47m45s_C6H14N4O2_+Na__159,11.32456450564118,1381.308200729774,0.11538461538461539,0.11538461538461539,0.0003856749311294766,0.00030687397708674305,0.0001888788153520701,0.0001888788153520701,11.320713632470568,4,18.448453903198242,6.45497057121247e-05,18.435871124267578,959.3196411132812,69.474609375,0.021682074293494225,0.012355783954262733,0.012582508847117424,1358.2508291252468,813.3495051856747
2021-04-11_21h47m45s_C6H14N4O2_+K__159,1.8804555373704308,71.57591263351473,0.019230769230769232,0.019230769230769232,0.00022038567493112948,0.00010229132569558102,0.00022665457842248413,0.00022665457842248413,1.8796910928890624,2,1.1840616464614868,4.50083189207362e-06,1.1682337522506714,61.571205139160156,8.455892562866211,0.006865336559712887,0.015542739070951939,0.01582794263958931,70.36282876766354,150.5417648020785
2021-04-26_15h41m55s_C6H14N4O2_+Na__159,63.226767701933646,219772.83827664974,0.6376811594202898,0.6376811594202898,0.0016758241758241758,0.001156336725254394,8.562010360032535e-05,8.562010360032535e-05,63.21471738312914,3,1490.0767822265625,0.007782052271068096,1490.0709228515625,102815.296875,3502.663818359375,0.37469974160194397,0.005780077073723078,0.005909866653382778,215644.7956194761,3966.1373624401035
2021-04-26_15h41m55s_C6H14N4O2_+H__159,64.93938545881159,558360.3416870405,0.6521739130434783,0.6376811594202898,0.002032967032967033,0.002158495220474869,4.2810051800162675e-05,4.2810051800162675e-05,64.93317012721741,4,2122.794189453125,0.01064650435000658,2122.791259765625,146472.796875,3648.463134765625,0.6912107467651367,0.002801835536956787,0.0028647498693317175,549270.7836795122,3066.687709448951
2021-04-26_15h41m55s_C6H14N4O2_+K__159,50.294019762901776,30588.973292723636,0.5072463768115942,0.5072463768115942,0.001153846153846154,0.000385445575084798,8.562010360032535e-05,8.562010360032535e-05,50.28443428203455,5,192.12599182128906,0.000990398577414453,192.12059020996094,13256.693359375,433.97149658203125,0.025992441922426224,0.005280890502035618,0.005399471614509821,30022.16485899755,7117.769943654648
2021-02-15_17h57m16s_C5H9N3_+H__168,11.4990864990865,59200.08582877108,0.11538461538461539,0.057692307692307696,0.0006148800983808157,0.0017389525368248773,3.424188467333242e-05,3.424188467333242e-05,11.538461538461538,2,2824.9267578125,0.001127669122070074,2824.9267578125,146896.1875,16216.6748046875,2.9773287773132324,0.0467182882130146,0.0,2824926.7578125,948.4939269736643
2021-02-15_17h57m16s_C5H9N3_+Na__168,13.32466002002336,38621.17437203188,0.1346153846153846,0.09615384615384616,0.0005380200860832137,0.0011252045826513912,0.00010272565401999726,0.00010272565401999726,13.368498143181077,3,642.420166015625,0.00024380606191698462,642.4148559570312,33405.84765625,3044.12109375,0.3580590486526489,0.01563388481736183,0.005295983050018549,102036.51453822327,1789.1769290490643
2021-02-15_17h57m16s_C5H9N3_+K__168,1.7095317929361518,63.82384598602389,0.038461538461538464,0.038461538461538464,0.012169501947120312,0.01104746317512275,0.012498287905766334,0.012498287905766334,1.7046890367679421,80,113.70164489746094,4.438747055246495e-05,111.91138458251953,5912.4853515625,613.3906860351562,1.620521903038025,1.780491590499878,1.790260910987854,63.475758444790806,70.12032627153148
2021-02-17_18h14m40s_C5H9N3_+H__168,87.00873313447627,4423.369755362956,0.918918918918919,0.8648648648648649,0.0034657650042265427,0.010512672811059907,0.0005612262794205339,0.0005612262794205339,89.97074010489112,6,17689.66796875,0.01662791147828102,17689.609375,654517.75,18835.34375,7.756776332855225,3.998138427734375,0.058087971061468124,299378.4970268782,2280.2498048096436
2021-02-17_18h14m40s_C5H9N3_+Na__168,84.12580583586077,5394.6444509879775,0.8648648648648649,0.7837837837837838,0.0013243167089320934,0.0010080645161290322,0.00028061313971026693,0.00028061313971026693,86.48648648648648,2,6310.6640625,0.005890399217605591,6310.6640625,233494.5625,7676.615234375,0.1587766855955124,1.1688016653060913,0.0,6310664.0625,39496.776635334376
2021-02-17_18h14m40s_C5H9N3_+K__168,48.62252733985438,3148.33247751642,0.5135135135135135,0.5135135135135135,0.0010143702451394759,0.00014400921658986175,0.0005612262794205339,0.0005612262794205339,49.41681638486324,2,205.93099975585938,0.0001925750111695379,205.89991760253906,7619.44677734375,307.09722900390625,0.01149726938456297,0.06440954655408859,0.03107646480202675,6420.00298433285,16478.07960435197
2021-02-28_07h58m29s_C5H9N3_+H__168,41.57514231448504,13594.593240025111,0.4230769230769231,0.23076923076923078,0.0017798717445360556,0.004193944353518822,0.00017619903442929133,0.00017619903442929133,42.006644936520054,3,10351.99609375,0.00261423597112298,10351.5234375,538303.8125,43231.91015625,16.555932998657227,0.7604789137840271,0.4725640118122101,21859.76095213722,625.2363342045021
2021-02-28_07h58m29s_C5H9N3_+Na__168,20.71583298159548,9590.266946856913,0.21153846153846154,0.17307692307692307,0.0007852375343541421,0.0013297872340425532,0.0002114388413151496,0.0002114388413151496,20.92886108467347,3,405.1066589355469,0.00010361617023590952,405.0961608886719,21065.546875,2071.05419921875,1.0414977073669434,0.04124143719673157,0.010484002530574799,35275.73751895285,388.59237394270406
2021-02-28_07h58m29s_C5H9N3_+K__168,2.657017496221917,13.288653477147589,0.038461538461538464,0.038461538461538464,0.004685250621646381,0.005114566284779051,0.004475455474504,0.004475455474504,2.6497794303358777,44,8.27131175994873,1.924651314766379e-06,7.645171165466309,430.10821533203125,43.801212310791016,0.7220031023025513,0.6214341521263123,0.626140832901001,13.188922369617767,11.440216139608594
2021-03-07_11h36m10s_C5H9N3_+H__168,18.737961408923486,818.6206663532605,0.19230769230769232,0.19230769230769232,0.002031181379007466,0.005837771405161819,0.00026299969942891494,0.00026299969942891494,18.869817820604265,7,73.81907653808594,1.7827880583354272e-05,73.78768920898438,3838.592041015625,250.98348999023438,6.185158729553223,0.08917494863271713,0.03138843923807144,2279.179802258402,11.932942519794882
2021-03-07_11h36m10s_C5H9N3_+Na__168,22.48555369070818,1051.289018128792,0.23076923076923078,0.23076923076923078,0.0006038647342995169,0.0003072511265874642,0.00026299969942891494,0.00026299969942891494,22.81507213993314,2,533.5641479492188,0.00013005381333641708,533.5529174804688,27745.3359375,1880.9024658203125,0.050028085708618164,0.5065332651138306,0.011212538927793503,43689.86261611207,10456.283839374064
2021-03-07_11h36m10s_C5H9N3_+K__168,0.9870909743629303,1.2606083464376443,0.07692307692307693,0.07692307692307693,0.06777009222661397,0.06728799672265465,0.06792906522392546,0.06792906522392546,0.9898110691163724,184,13.458295822143555,2.9780248951283284e-06,2.817460060119629,699.8313598632812,48.71418380737305,10.528168678283691,10.675032615661621,10.640835762023926,1.2646592301462074,1.2781916819227297
