iter	Passed	Remaining
152	780	4319
153	784	4308
154	788	4297
155	792	4287
156	796	4276
157	800	4266
158	804	4256
159	808	4245
160	812	4234
161	816	4224
162	820	4214
163	824	4205
164	829	4195
165	833	4185
166	837	4175
167	841	4166
168	845	4155
169	849	4146
170	853	4137
171	857	4128
172	861	4118
173	865	4108
174	869	4099
175	873	4090
176	877	4081
177	881	4071
178	885	4063
179	889	4054
180	894	4045
181	898	4036
182	902	4027
183	906	4019
184	910	4010
185	914	4001
186	918	3993
187	922	3985
188	926	3976
189	930	3968
190	934	3959
191	939	3951
192	943	3943
193	947	3935
194	951	3926
195	955	3917
196	959	3909
197	963	3901
198	967	3893
199	971	3885
200	975	3877
201	979	3869
202	983	3862
203	987	3854
204	991	3846
205	997	3843
206	1002	3840
207	1007	3835
208	1011	3829
209	1016	3822
210	1020	3815
211	1024	3807
212	1028	3800
213	1032	3792
214	1036	3784
215	1040	3776
216	1044	3768
217	1048	3760
218	1052	3753
219	1056	3745
220	1060	3738
221	1064	3730
222	1068	3722
223	1072	3715
224	1076	3707
225	1080	3699
226	1084	3691
227	1088	3684
228	1092	3676
229	1095	3669
230	1100	3662
231	1104	3655
232	1108	3647
233	1112	3640
234	1116	3633
235	1120	3626
236	1124	3618
237	1128	3611
238	1132	3605
239	1136	3598
240	1140	3590
241	1144	3583
242	1148	3576
243	1152	3569
244	1156	3562
245	1160	3555
246	1164	3548
247	1168	3541
248	1172	3535
249	1176	3528
250	1180	3521
251	1184	3514
252	1187	3507
253	1191	3500
254	1195	3493
255	1199	3487
256	1203	3480
257	1208	3474
258	1212	3467
259	1215	3460
260	1219	3454
261	1224	3447
262	1228	3441
263	1232	3435
264	1236	3428
265	1240	3421
266	1243	3415
267	1247	3408
268	1251	3401
269	1255	3395
270	1259	3389
271	1263	3382
272	1267	3376
273	1271	3369
274	1275	3363
275	1279	3356
276	1283	3350
277	1287	3344
278	1291	3338
279	1295	3331
280	1299	3325
281	1303	3320
282	1307	3313
283	1311	3307
284	1315	3301
285	1319	3295
286	1323	3289
287	1327	3282
288	1331	3276
289	1335	3270
290	1339	3264
291	1344	3258
292	1348	3252
293	1351	3246
294	1355	3240
295	1359	3234
296	1363	3228
297	1367	3222
298	1371	3216
299	1375	3210
300	1379	3204
301	1383	3198
302	1387	3192
303	1391	3186
304	1395	3180
305	1399	3174
306	1403	3168
307	1407	3162
308	1411	3156
309	1414	3149
310	1419	3143
311	1423	3138
312	1427	3132
313	1431	3126
314	1435	3120
315	1439	3114
316	1443	3109
317	1446	3103
318	1451	3097
319	1454	3090
320	1458	3084
321	1462	3078
322	1466	3072
323	1470	3067
324	1474	3061
325	1477	3055
326	1481	3050
327	1485	3044
328	1489	3038
329	1493	3033
330	1497	3027
331	1502	3023
332	1506	3018
333	1510	3012
334	1514	3007
335	1518	3001
336	1523	2996
337	1527	2991
338	1531	2985
339	1535	2981
340	1539	2975
341	1543	2969
342	1547	2964
343	1551	2959
344	1555	2953
345	1559	2948
346	1563	2942
347	1567	2936
348	1571	2931
349	1575	2926
350	1579	2920
351	1583	2915
352	1587	2909
353	1591	2904
354	1595	2898
355	1599	2893
356	1603	2887
357	1607	2882
358	1611	2877
359	1615	2871
360	1619	2866
361	1623	2860
362	1627	2855
363	1631	2849
364	1634	2844
365	1638	2839
366	1642	2833
367	1646	2828
368	1650	2822
369	1654	2817
370	1658	2812
371	1662	2806
372	1666	2801
373	1670	2796
374	1674	2790
375	1678	2785
376	1682	2780
377	1686	2774
378	1690	2769
379	1694	2764
380	1698	2759
381	1702	2753
382	1706	2748
383	1710	2743
384	1714	2737
385	1717	2732
386	1721	2727
387	1725	2721
388	1729	2716
389	1733	2710
390	1737	2705
391	1741	2700
392	1745	2695
393	1749	2690
394	1753	2685
395	1757	2680
396	1761	2674
397	1765	2669
398	1768	2664
399	1773	2659
400	1776	2654
401	1780	2649
402	1784	2644
403	1788	2639
404	1793	2634
405	1797	2629
406	1801	2624
407	1805	2619
408	1809	2614
409	1813	2609
410	1817	2604
411	1821	2599
412	1825	2594
413	1829	2589
414	1833	2584
415	1837	2579
416	1841	2573
417	1845	2568
418	1849	2564
419	1853	2559
420	1857	2554
421	1861	2548
422	1864	2543
423	1868	2538
424	1872	2532
425	1876	2528
426	1880	2523
427	1883	2517
428	1887	2512
429	1891	2507
430	1895	2502
431	1899	2497
432	1903	2492
433	1907	2487
434	1911	2482
435	1915	2477
436	1919	2472
437	1923	2467
438	1926	2462
439	1930	2457
440	1934	2452
441	1938	2447
442	1942	2442
443	1946	2437
444	1950	2432
445	1954	2427
446	1958	2423
447	1962	2418
448	1966	2413
449	1970	2408
450	1974	2403
451	1978	2398
452	1982	2394
453	1986	2389
454	1990	2384
455	1994	2378
456	1998	2374
457	2001	2369
458	2005	2364
459	2009	2359
460	2013	2354
461	2017	2349
462	2021	2345
463	2026	2340
464	2030	2335
465	2034	2331
466	2038	2326
467	2042	2321
468	2045	2316
469	2049	2311
470	2053	2306
471	2057	2301
472	2061	2296
473	2065	2292
474	2069	2287
475	2073	2282
476	2077	2277
477	2080	2272
478	2084	2267
479	2088	2262
480	2092	2258
481	2097	2253
482	2101	2248
483	2105	2244
484	2108	2239
485	2112	2234
486	2116	2229
487	2120	2224
488	2124	2219
489	2127	2214
490	2132	2210
491	2136	2205
492	2140	2200
493	2143	2196
494	2147	2191
495	2151	2186
496	2155	2181
497	2159	2176
498	2163	2171
499	2166	2166
500	2170	2161
501	2174	2157
502	2178	2152
503	2182	2147
504	2186	2143
505	2190	2138
506	2194	2133
507	2198	2128
508	2202	2124
509	2205	2119
510	2209	2114
511	2214	2110
512	2218	2105
513	2222	2101
514	2226	2096
515	2230	2091
516	2233	2086
517	2237	2082
518	2241	2077
519	2245	2072
520	2249	2068
521	2252	2063
522	2256	2057
523	2259	2052
524	2263	2047
525	2267	2043
526	2270	2038
527	2274	2033
528	2278	2028
529	2282	2023
530	2286	2019
531	2290	2014
532	2294	2009
533	2297	2004
534	2301	2000
535	2305	1995
536	2309	1990
537	2312	1986
538	2316	1981
539	2320	1976
540	2323	1971
541	2327	1966
542	2330	1961
543	2334	1957
544	2338	1952
545	2342	1948
546	2346	1943
547	2350	1938
548	2353	1933
549	2357	1928
550	2361	1924
551	2364	1919
552	2368	1914
553	2371	1909
554	2375	1904
555	2379	1899
556	2382	1895
557	2386	1890
558	2390	1885
559	2393	1880
560	2396	1875
561	2400	1871
562	2404	1866
563	2407	1861
564	2411	1856
565	2414	1851
566	2418	1847
567	2422	1842
568	2426	1837
569	2429	1833
570	2433	1828
571	2437	1823
572	2441	1819
573	2445	1814
574	2448	1809
575	2452	1805
576	2456	1800
577	2459	1795
578	2463	1791
579	2466	1786
580	2470	1781
581	2474	1776
582	2478	1772
583	2481	1767
584	2485	1763
585	2488	1758
586	2492	1753
587	2495	1748
588	2499	1743
589	2502	1739
590	2507	1734
591	2510	1730
592	2513	1725
593	2517	1720
594	2521	1716
595	2524	1711
596	2528	1707
597	2532	1702
598	2536	1697
599	2540	1693
600	2543	1688
601	2547	1683
602	2550	1679
603	2554	1674
604	2557	1669
605	2561	1665
606	2565	1660
607	2568	1656
608	2572	1651
609	2575	1646
610	2578	1641
611	2582	1637
612	2586	1632
613	2589	1628
614	2593	1623
615	2596	1618
616	2600	1614
617	2604	1609
618	2607	1605
619	2611	1600
620	2615	1596
621	2619	1591
622	2622	1586
623	2626	1582
624	2630	1578
625	2633	1573
626	2636	1568
627	2640	1564
628	2644	1560
629	2648	1555
630	2651	1550
631	2655	1546
632	2658	1541
633	2662	1536
634	2666	1532
635	2669	1527
636	2673	1523
637	2677	1519
638	2681	1514
639	2684	1510
640	2688	1505
641	2692	1501
642	2695	1496
643	2699	1492
644	2703	1487
645	2707	1483
646	2710	1479
647	2714	1474
648	2718	1470
649	2721	1465
650	2724	1460
651	2728	1456
652	2732	1451
653	2736	1447
654	2739	1442
655	2743	1438
656	2747	1434
657	2751	1430
658	2755	1425
659	2759	1421
660	2762	1416
661	2766	1412
662	2769	1407
663	2772	1403
664	2776	1398
665	2779	1394
666	2783	1389
667	2787	1385
668	2791	1380
669	2794	1376
670	2798	1372
671	2802	1367
672	2806	1363
673	2810	1359
674	2815	1355
675	2819	1351
676	2824	1347
677	2827	1343
678	2831	1338
679	2835	1334
680	2840	1330
681	2844	1326
682	2847	1321
683	2851	1317
684	2854	1312
685	2858	1308
686	2861	1303
687	2865	1299
688	2869	1295
689	2873	1291
690	2877	1286
691	2880	1282
692	2884	1277
693	2887	1273
694	2891	1268
695	2895	1264
696	2899	1260
697	2902	1256
698	2906	1251
699	2910	1247
700	2913	1242
701	2917	1238
702	2921	1234
703	2925	1230
704	2929	1225
705	2933	1221
706	2937	1217
707	2940	1212
708	2944	1208
709	2948	1204
710	2952	1199
711	2955	1195
712	2959	1191
713	2963	1186
714	2966	1182
715	2970	1178
716	2974	1174
717	2978	1169
718	2982	1165
719	2986	1161
720	2990	1157
721	2993	1152
722	2997	1148
723	3000	1144
724	3004	1139
725	3008	1135
726	3012	1131
727	3016	1126
728	3019	1122
729	3022	1118
730	3026	1113
731	3030	1109
732	3033	1105
733	3037	1100
734	3041	1096
735	3045	1092
736	3048	1087
737	3052	1083
738	3055	1079
739	3059	1074
740	3063	1070
741	3066	1066
742	3070	1062
743	3074	1057
744	3077	1053
745	3081	1049
746	3085	1045
747	3089	1040
748	3092	1036
749	3096	1032
750	3100	1027
751	3104	1023
752	3108	1019
753	3112	1015
754	3115	1011
755	3119	1006
756	3123	1002
757	3127	998
758	3131	994
759	3135	990
760	3139	985
761	3142	981
762	3146	977
763	3150	973
764	3153	968
765	3158	964
766	3161	960
767	3164	956
768	3168	951
769	3171	947
770	3174	943
771	3178	938
772	3181	934
773	3185	930
774	3188	925
775	3191	921
776	3195	916
777	3198	912
778	3201	908
779	3204	903
780	3208	899
781	3211	895
782	3215	891
783	3218	886
784	3221	882
785	3225	878
786	3228	873
787	3232	869
788	3235	865
789	3239	861
790	3243	856
791	3246	852
792	3250	848
793	3253	844
794	3257	839
795	3260	835
796	3264	831
797	3267	827
798	3271	822
799	3274	818
800	3278	814
801	3281	810
802	3285	805
803	3288	801
804	3292	797
805	3295	793
806	3299	789
807	3302	784
808	3306	780
809	3309	776
810	3313	772
811	3316	767
812	3320	763
813	3323	759
814	3327	755
815	3330	751
816	3334	746
817	3337	742
818	3340	738
819	3344	734
820	3347	729
821	3350	725
822	3354	721
823	3357	717
824	3360	712
825	3364	708
826	3367	704
827	3370	700
828	3374	695
829	3377	691
830	3380	687
831	3384	683
832	3387	679
833	3391	674
834	3394	670
835	3397	666
836	3401	662
837	3404	658
838	3407	653
839	3411	649
840	3414	645
841	3417	641
842	3421	637
843	3424	632
844	3427	628
845	3431	624
846	3434	620
847	3437	616
848	3441	612
849	3444	607
850	3447	603
851	3451	599
852	3454	595
853	3457	591
854	3461	586
855	3464	582
856	3467	578
857	3471	574
858	3474	570
859	3477	566
860	3480	561
861	3484	557
862	3487	553
863	3491	549
864	3494	545
865	3497	541
866	3501	537
867	3504	532
868	3508	528
869	3511	524
870	3514	520
871	3518	516
872	3521	512
873	3524	508
874	3528	504
875	3531	499
876	3534	495
877	3538	491
878	3541	487
879	3544	483
880	3547	479
881	3551	475
882	3554	471
883	3558	466
884	3561	462
885	3565	458
886	3568	454
887	3572	450
888	3575	446
889	3579	442
890	3582	438
891	3586	434
892	3589	430
893	3593	426
894	3596	421
895	3600	417
896	3603	413
897	3607	409
898	3610	405
899	3613	401
900	3617	397
901	3620	393
902	3624	389
903	3627	385
904	3631	381
905	3634	377
906	3638	373
907	3641	368
908	3645	364
909	3648	360
910	3652	356
911	3655	352
912	3659	348
913	3662	344
914	3666	340
915	3669	336
916	3672	332
917	3676	328
918	3679	324
919	3682	320
920	3686	316
921	3689	312
922	3692	308
923	3695	303
924	3699	299
925	3702	295
926	3705	291
927	3708	287
928	3712	283
929	3715	279
930	3718	275
931	3722	271
932	3725	267
933	3728	263
934	3732	259
935	3735	255
936	3738	251
937	3742	247
938	3745	243
939	3748	239
940	3751	235
941	3755	231
942	3758	227
943	3761	223
944	3765	219
945	3768	215
946	3771	211
947	3775	207
948	3778	203
949	3781	199
950	3784	195
951	3788	191
952	3791	186
953	3794	182
954	3798	178
955	3801	174
956	3804	170
957	3807	166
958	3811	162
959	3814	158
960	3817	154
961	3821	150
962	3824	146
963	3827	142
964	3830	138
965	3834	134
966	3837	130
967	3840	126
968	3844	122
969	3847	118
970	3850	115
971	3854	111
972	3857	107
973	3860	103
974	3864	99
975	3867	95
976	3870	91
977	3873	87
978	3877	83
979	3880	79
980	3883	75
981	3887	71
982	3890	67
983	3893	63
984	3897	59
985	3900	55
986	3903	51
987	3906	47
988	3910	43
989	3913	39
990	3916	35
991	3920	31
992	3923	27
993	3926	23
994	3929	19
995	3933	15
996	3936	11
997	3939	7
998	3943	3
999	3946	0
